Nr	Group	Position	Locus	LOD	X..Iter.	mu_A	mu_H	mu_B	Variance	X..Expl.	Additive	GIC	traits	number	selected	physical	phy_se
1741	5	265.844	05_38440675	2.02	1	74.8105	85.1951	95.5798	1958.33	5.1	-10.3847	1	Branch_number_node03_2013	125941	TRUE	38.440675	TRUE
2794	8	52.974	08_3669214	2.47	1	72.9326	84.2617	95.5909	1935.61	6.2	-11.3292	1	Branch_number_node03_2013	126994	TRUE	3.669214	TRUE
3568	9	316.06	09_48774981-09_49475350	2.32	1	73.6628	84.8952	96.1277	1943.18	5.9	-11.2325	0.968	Branch_number_node03_2013	127768	TRUE	48.774981	TRUE
4457	12	93.476	12_5797776	3.18	1	70.6042	83.4711	96.338	1899.88	7.9	-12.8669	1	Branch_number_node03_2013	128657	TRUE	5.797776	TRUE
7826	19	251.024	19_44443198	7.52	1	62.615	81.9086	101.202	1696.97	17.8	-19.2936	1	Branch_number_node03_2013	132026	TRUE	44.443198	TRUE
144	1	108.56	01_14788064-01_14788119	2.17	1	86.3054	76.3985	66.4917	1407.75	5.5	9.90682	0.902	Branch_number_node04_2013	132624	TRUE	14.788064	TRUE
1179	4	80.082	04_15937967-04_15287473	2.2	1	83.8453	74.469	65.0926	1406.67	5.6	9.3764	0.956	Branch_number_node04_2013	133659	TRUE	15.937967	TRUE
1255	4	126.493	04_45355720	2.07	1	84.6147	75.7284	66.8421	1411.51	5.3	8.8863	1	Branch_number_node04_2013	133735	TRUE	45.35572	TRUE
3659	10	69.169	10_3311709	2.39	1	84.9094	75.3198	65.7302	1399.54	6.1	9.58963	1	Branch_number_node04_2013	136139	TRUE	3.311709	TRUE
4476	12	107.19	12_6480839	3.03	1	64.0792	74.866	85.6527	1376.43	7.6	-10.7867	0.989	Branch_number_node04_2013	136956	TRUE	6.480839	TRUE
6543	16	234.391	16_37132019	2.16	1	83.5053	74.3364	65.1676	1407.93	5.5	9.16884	0.999	Branch_number_node04_2013	139023	TRUE	37.132019	TRUE
7824	19	249.72	19_43950917-19_44507961	9.72	1	54.6024	73.391	92.1796	1155.47	22.4	-18.7886	0.961	Branch_number_node04_2013	140304	TRUE	43.950917	TRUE
781	3	55.856	03_3121620	2.4	1	78.7775	69.3535	59.9294	1241.78	6.3	9.42407	0.957	Branch_number_node05_2013	141541	TRUE	3.12162	TRUE
4456	12	93.264	12_5797886-12_5797776	2.68	1	60.0499	69.8719	79.6938	1232.36	7	-9.82193	0.975	Branch_number_node05_2013	145216	TRUE	5.797886	TRUE
4604	12	196.569	12_23506861	2.4	1	61.669	70.8608	80.0525	1241.79	6.2	-9.19178	0.994	Branch_number_node05_2013	145364	TRUE	23.506861	TRUE
4680	12	247.802	12_33895367	2.71	1	60.6722	70.6095	80.5468	1231.38	7	-9.93731	0.987	Branch_number_node05_2013	145440	TRUE	33.895367	TRUE
7853	19	273.247	19_46294009	8.17	1	52.4473	68.9223	85.3974	1062.9	19.8	-16.475	0.981	Branch_number_node05_2013	148613	TRUE	46.294009	TRUE
5707	14	150.626	14_39975933	3.1	1	74.4653	64.4865	54.5078	1027.22	8.3	9.97876	0.994	Branch_number_node06_2013	154747	TRUE	39.975933	TRUE
7831	19	254.555	19_44603046	5.87	1	51.9699	65.1695	78.3691	950.245	15.2	-13.1996	1	Branch_number_node06_2013	156871	TRUE	44.603046	TRUE
8081	20	105.222	20_23702435	2.48	1	75.9078	66.98	58.0522	1045.07	6.7	8.92777	1	Branch_number_node06_2013	157121	TRUE	23.702435	TRUE
1635	5	181.978	05_32235933	2.7	1	51.7231	61.2306	70.7382	998.859	8.2	-9.5075	0.993	Branch_number_node07_2013	158955	TRUE	32.235933	TRUE
3698	10	98.851	10_6919630	2.24	1	68.7628	60.0891	51.4154	1013.29	6.8	8.67369	0.999	Branch_number_node07_2013	161018	TRUE	6.91963	TRUE
3866	10	221.837	10_40020228-	2.61	1	71.2381	60.2207	49.2034	1001.58	7.9	11.0173	0.721	Branch_number_node07_2013	161186	TRUE	40.020228	TRUE
7842	19	264.121	19_45367401	5.53	1	45.8677	59.244	72.6204	913.443	16	-13.3763	0.999	Branch_number_node07_2013	165162	TRUE	45.367401	TRUE
515	2	92.73	02_9638445-02_9050384	3.1	1	1.74663	1.84874	1.95085	0.122358	7.7	-0.102109	0.983	Branch_class_2012	166115	TRUE	9.638445	TRUE
3990	10	325.959	10_50619004	3.62	1	1.72811	1.83776	1.94742	0.120695	9	-0.109657	1	Branch_class_2012	169590	TRUE	50.619004	TRUE
6705	17	116.183	17_8042370	2.58	1	1.75139	1.84552	1.93966	0.124014	6.4	-0.0941324	0.981	Branch_class_2012	172305	TRUE	8.04237	TRUE
539	2	114.484	02_10409311	2.59	1	1.85562	1.91259	1.96957	0.0416057	7.1	-0.0569765	0.98	Branch_class_2013	174419	TRUE	10.409311	TRUE
3025	8	227.539	08_20756818	2.72	1	1.97172	1.91266	1.8536	0.0414479	7.5	0.0590604	0.989	Branch_class_2013	176905	TRUE	20.756818	TRUE
3958	10	302.133	10_48681319	3.02	1	1.85467	1.91649	1.97832	0.0410974	8.3	-0.0618242	1	Branch_class_2013	177838	TRUE	48.681319	TRUE
4024	11	18.09	11_2207833	2.32	1	1.86592	1.92039	1.97485	0.0419248	6.4	-0.0544646	1	Branch_class_2013	177904	TRUE	2.207833	TRUE
6347	16	85.672	16_5690083-16_5571391	2.65	1	1.84851	1.90715	1.96579	0.0415408	7.3	-0.058641	0.954	Branch_class_2013	180227	TRUE	5.690083	TRUE
6449	16	159.816	16_30521457	2.1	1	1.8619	1.91459	1.96729	0.042192	5.8	-0.0526958	0.973	Branch_class_2013	180329	TRUE	30.521457	TRUE
104	1	79.703	01_5689603	2.42	1	7.21686	8.15652	9.09617	13.5582	6	-0.93965	0.995	Branch_number_2011	182264	TRUE	5.689603	TRUE
2433	7	112.482	07_9204797	2.16	1	9.04655	8.15912	7.2717	13.6482	5.4	0.887423	0.995	Branch_number_2011	184593	TRUE	9.204797	TRUE
3959	10	303.133	10_48681319-10_48597372	2.64	1	7.16656	8.18346	9.20036	13.4811	6.5	-1.0169	0.944	Branch_number_2011	186119	TRUE	48.681319	TRUE
4367	12	23.824	12_1720024	2.06	1	7.18063	8.0462	8.91176	13.6812	5.1	-0.865566	0.994	Branch_number_2011	186527	TRUE	1.720024	TRUE
5174	13	280.565	13_31203791	3.64	1	9.35867	8.20681	7.05495	13.1421	8.9	1.15186	0.985	Branch_number_2011	187334	TRUE	31.203791	TRUE
7229	18	182.316	18_22078833	2.04	1	8.95027	8.09042	7.23056	13.6916	5.1	0.859854	0.99	Branch_number_2011	189389	TRUE	22.078833	TRUE
7289	18	219.514	18_35765864-18_40670985	2.06	1	9.00848	8.11338	7.21828	13.684	5.1	0.895102	0.931	Branch_number_2011	189449	TRUE	35.765864	TRUE
7302	18	230.511	18_48460638	2.14	1	9.03709	8.15318	7.26927	13.655	5.3	0.883913	0.987	Branch_number_2011	189462	TRUE	48.460638	TRUE
3664	10	73.546	10_3914161	3.01	1	10.8123	9.77114	8.72995	13.2223	7.5	1.04119	0.995	Branch_number_2012	194104	TRUE	3.914161	TRUE
3949	10	295.063	10_48144363	2.33	1	8.90951	9.8273	10.7451	13.4592	5.8	-0.917798	1	Branch_number_2012	194389	TRUE	48.144363	TRUE
4501	12	125.893	12_7658540-12_8890067	3.73	1	8.63233	9.8365	11.0407	12.9782	9.2	-1.20417	0.926	Branch_number_2012	194941	TRUE	7.65854	TRUE
4604	12	196.569	12_23506861	2.87	1	8.79907	9.82087	10.8427	13.2703	7.2	-1.0218	0.994	Branch_number_2012	195044	TRUE	23.506861	TRUE
4763	12	314.806	12_37245986	2.68	1	8.85358	9.8458	10.838	13.3356	6.7	-0.992212	0.988	Branch_number_2012	195203	TRUE	37.245986	TRUE
7157	18	135.812	18_8814392	2.2	1	8.87581	9.77104	10.6663	13.5028	5.5	-0.895237	0.995	Branch_number_2012	197597	TRUE	8.814392	TRUE
7210	18	172.056	18_18506021	2.66	1	8.74393	9.73018	10.7164	13.3441	6.6	-0.986257	0.986	Branch_number_2012	197650	TRUE	18.506021	TRUE
7825	19	250.12	19_44507961	3.33	1	8.56913	9.66653	10.7639	13.1151	8.3	-1.0974	0.992	Branch_number_2012	198265	TRUE	44.507961	TRUE
397	2	3.653	02_797757	2.53	1	7.48744	7.92285	8.35825	2.40884	7	-0.435405	0.996	Branch_number_2013	199117	TRUE	0.797757	TRUE
2470	7	138.228	07_11240910	2.15	1	7.43	7.82837	8.22674	2.43589	6	-0.398371	1	Branch_number_2013	201190	TRUE	11.24091	TRUE
2526	7	178.356	07_16596503-07_17718073	2.26	1	7.44114	7.86029	8.27944	2.42785	6.3	-0.41915	0.935	Branch_number_2013	201246	TRUE	16.596503	TRUE
2560	7	204.354	07_23843687	4	1	7.35047	7.88988	8.42928	2.30935	10.9	-0.539407	0.982	Branch_number_2013	201280	TRUE	23.843687	TRUE
2592	7	226.516	07_35266144	4.08	1	7.33168	7.87101	8.41035	2.30428	11.1	-0.539335	1	Branch_number_2013	201312	TRUE	35.266144	TRUE
4446	12	84.743	12_5345648-12_5529683	3.58	1	7.33747	7.86357	8.38967	2.33724	9.8	-0.526099	0.944	Branch_number_2013	203166	TRUE	5.345648	TRUE
4604	12	196.569	12_23506861	3.26	1	7.38339	7.86888	8.35437	2.3588	9	-0.485492	0.994	Branch_number_2013	203324	TRUE	23.506861	TRUE
4656	12	229.697	12_32629975-12_32644412	3.23	1	7.3685	7.86203	8.35556	2.36096	8.9	-0.493529	0.948	Branch_number_2013	203376	TRUE	32.629975	TRUE
4748	12	302.4	12_38391448	3.73	1	7.3992	7.92042	8.44164	2.32714	10.2	-0.521219	0.998	Branch_number_2013	203468	TRUE	38.391448	TRUE
7092	18	88.132	18_4736487	2.16	1	7.50716	7.9117	8.31623	2.43526	6	-0.404533	0.994	Branch_number_2013	205812	TRUE	4.736487	TRUE
494	2	77.387	02_7185126-02_8025039	3.76	1	93.8366	86.0507	78.2647	532.163	9.2	7.78597	0.898	Green_2012	207494	TRUE	7.185126	TRUE
2746	8	16.58	08_1892288	3.21	1	93.0567	86.2364	79.4161	539.644	7.9	6.8203	1	Green_2012	209746	TRUE	1.892288	TRUE
2844	8	91.506	08_8285888-08_8508938	39.87	1	105.048	85.2773	65.5066	211.242	63.9	19.7707	0.984	Green_2012	209844	TRUE	8.285888	TRUE
2943	8	164.19	08_14312729-08_14391554	4.3	1	93.4809	85.4654	77.4499	524.824	10.4	8.0155	0.966	Green_2012	209943	TRUE	14.312729	TRUE
3228	9	51.252	09_3765291	2.68	1	92.7049	86.4594	80.2139	547.096	6.6	6.24549	0.995	Green_2012	210228	TRUE	3.765291	TRUE
3317	9	115.685	09_13420254-09_15059933	2.68	1	92.8653	86.5324	80.1996	546.988	6.6	6.33286	0.985	Green_2012	210317	TRUE	13.420254	TRUE
3366	9	149	09_28487819	2.65	1	92.9602	86.7162	80.4723	547.531	6.5	6.2439	0.993	Green_2012	210366	TRUE	28.487819	TRUE
3420	9	191.551	09_35873104-	2.21	1	92.5686	86.5294	80.4902	553.695	5.5	6.03918	0.883	Green_2012	210420	TRUE	35.873104	TRUE
5671	14	127.664	14_27341769	2.29	1	81.1634	86.9748	92.7861	552.582	5.7	-5.81135	1	Green_2012	212671	TRUE	27.341769	TRUE
5923	15	79.272	15_6671147-15_6883368	2.82	1	92.5257	85.9436	79.3615	545.122	7	6.58213	0.955	Green_2012	212923	TRUE	6.671147	TRUE
6195	15	281.838	15_48629463	2.51	1	92.0398	85.747	79.4542	549.367	6.2	6.29278	0.986	Green_2012	213195	TRUE	48.629463	TRUE
7315	18	238.36	18_49928560	2.03	1	91.8777	86.4259	80.9742	556.144	5.1	5.45176	1	Green_2012	214315	TRUE	49.92856	TRUE
7589	19	78.837	19_23087203-19_24686974	2.05	1	92.0699	86.5183	80.9667	555.979	5.1	5.55163	0.981	Green_2012	214589	TRUE	23.087203	TRUE
7669	19	132.897	19_35362631	2.15	1	92.3391	86.6902	81.0412	554.515	5.4	5.64894	0.992	Green_2012	214669	TRUE	35.362631	TRUE
5365	13	426.634	13_39583584	2.49	1	2.16868	2.03644	1.90421	0.262004	6.2	0.132236	1	Stem_size_2012	220645	TRUE	39.583584	TRUE
5987	15	127.311	15_10762198	3.49	1	2.18083	2.02373	1.86663	0.255305	8.6	0.1571	0.998	Stem_size_2012	221267	TRUE	10.762198	TRUE
7008	18	21.293	18_1087638	2.58	1	2.14544	2.00916	1.87288	0.261388	6.5	0.136285	1	Stem_size_2012	222288	TRUE	1.087638	TRUE
2470	7	138.228	07_11240910	2.47	1	3.83338	3.74865	3.66393	0.100944	6.6	0.0847243	1	Pod_length_2013	226030	TRUE	11.24091	TRUE
2533	7	184.157	07_17718202-07_17937881	2.1	1	3.82359	3.74223	3.66086	0.101973	5.6	0.081369	0.919	Pod_length_2013	226093	TRUE	17.718202	TRUE
2559	7	203.63	07_28038420	2.77	1	3.8317	3.74188	3.65205	0.100119	7.3	0.0898256	1	Pod_length_2013	226119	TRUE	28.03842	TRUE
2598	7	230.699	07_35663284	3.22	1	3.8425	3.74595	3.64941	0.0989115	8.4	0.0965463	0.998	Pod_length_2013	226158	TRUE	35.663284	TRUE
3600	10	20.954	10_1237908	2.43	1	3.81632	3.73088	3.64544	0.101075	6.4	0.0854412	1	Pod_length_2013	227160	TRUE	1.237908	TRUE
4681	12	248.734	12_33917198	2.21	1	3.82581	3.74562	3.66543	0.101674	5.9	0.0801901	1	Pod_length_2013	228241	TRUE	33.917198	TRUE
6405	16	127.116	16_19287190	2.17	1	3.82978	3.74932	3.66886	0.101788	5.8	0.0804595	0.987	Pod_length_2013	229965	TRUE	19.28719	TRUE
6421	16	138.673	16_26791104	2.54	1	3.8386	3.75231	3.66603	0.100752	6.7	0.086284	0.994	Pod_length_2013	229981	TRUE	26.791104	TRUE
290	1	217.238	01_50658685	2.19	1	2.92525	2.86667	2.80809	0.0538125	5.8	0.0585793	0.985	Ridio_pod_length_width_2013	232130	TRUE	50.658685	TRUE
1101	4	17.024	04_2103021	2.03	1	2.81305	2.86932	2.92559	0.0540509	5.4	-0.0562725	1	Ridio_pod_length_width_2013	232941	TRUE	2.103021	TRUE
1698	5	231.939	05_35859979	2.07	1	2.90732	2.8495	2.79167	0.05399	5.5	0.0578237	0.994	Ridio_pod_length_width_2013	233538	TRUE	35.859979	TRUE
3516	9	270.799	09_45344820	2.2	1	2.91269	2.85389	2.79509	0.0538037	5.9	0.0587979	1	Ridio_pod_length_width_2013	235356	TRUE	45.34482	TRUE
6275	16	33.359	16_2460921-16_2563542	2.63	1	2.79651	2.86095	2.92539	0.053174	7	-0.0644391	0.957	Ridio_pod_length_width_2013	238115	TRUE	2.460921	TRUE
5348	13	414.176	13_37903175	2.16	1	5.3872	6.39586	7.40452	17.5272	5.4	-1.00866	0.982	Node_length_2011	245468	TRUE	37.903175	TRUE
816	3	81.67	03_11327172	2.01	1	6.11725	5.73636	5.35546	2.64337	5.1	0.380893	0.994	Node_length_2012	249216	TRUE	11.327172	TRUE
862	3	112.664	03_19630936	2.39	1	6.15086	5.73604	5.32123	2.61712	6	0.414816	1	Node_length_2012	249262	TRUE	19.630936	TRUE
894	3	132.805	03_32396202	2	1	6.08428	5.70884	5.33341	2.64427	5	0.375434	1	Node_length_2012	249294	TRUE	32.396202	TRUE
1590	5	148.279	05_27809193-05_27879984	2.56	1	5.27762	5.71743	6.15724	2.60624	6.4	-0.439809	0.933	Node_length_2012	249990	TRUE	27.809193	TRUE
2388	7	77.841	07_5770525-07_5770541	2.24	1	5.34747	5.77454	6.20161	2.62791	5.6	-0.42707	0.882	Node_length_2012	250788	TRUE	5.770525	TRUE
4122	11	93.221	11_8338799	2.55	1	5.31912	5.74313	6.16715	2.60661	6.4	-0.424013	1	Node_length_2012	252522	TRUE	8.338799	TRUE
4474	12	106.14	12_6385628	2.61	1	5.25458	5.68928	6.12398	2.60251	6.5	-0.434696	0.976	Node_length_2012	252874	TRUE	6.385628	TRUE
4531	12	147.213	12_12185675	2.06	1	5.37892	5.76277	6.14662	2.64005	5.2	-0.383852	0.993	Node_length_2012	252931	TRUE	12.185675	TRUE
4793	12	338.715	12_35756931	2.26	1	5.3122	5.71507	6.11795	2.62612	5.7	-0.402874	0.989	Node_length_2012	253193	TRUE	35.756931	TRUE
5354	13	418.755	13_38372073-13_38387816	7.37	1	4.98559	5.69287	6.40015	2.30117	17.4	-0.70728	0.981	Node_length_2012	253754	TRUE	38.372073	TRUE
5693	14	139.663	14_34293046-14_34720073	2.54	1	6.10453	5.66721	5.22988	2.60721	6.4	0.437327	0.966	Node_length_2012	254093	TRUE	34.293046	TRUE
5717	14	159.072	14_41997345	3.16	1	6.19544	5.72245	5.24945	2.56598	7.8	0.472995	1	Node_length_2012	254117	TRUE	41.997345	TRUE
6896	17	257.671	17_38080203-17_38115712	2.5	1	6.10318	5.66681	5.23043	2.61024	6.3	0.436372	0.956	Node_length_2012	255296	TRUE	38.080203	TRUE
7094	18	90.056	18_4802186	4.14	1	5.22828	5.77274	6.3172	2.50145	10.2	-0.544458	0.978	Node_length_2012	255494	TRUE	4.802186	TRUE
7328	18	248.61	18_50117075-18_50432346	2.28	1	5.31974	5.732	6.14425	2.62459	5.7	-0.412253	0.952	Node_length_2012	255728	TRUE	50.117075	TRUE
7817	19	243.164	19_43534209	2.17	1	5.33047	5.72507	6.11967	2.63231	5.5	-0.394601	1	Node_length_2012	256217	TRUE	43.534209	TRUE
8105	20	120.454	20_27414817	2.06	1	5.31398	5.69744	6.0809	2.63981	5.2	-0.383461	1	Node_length_2012	256505	TRUE	27.414817	TRUE
9	1	5.04	01_528621-01_768506	2.44	1	6.4735	6.08541	5.69732	1.95191	6.8	0.38809	0.974	Node_length_2013	256689	TRUE	0.528621	TRUE
143	1	107.56	01_14788064	2.65	1	6.48876	6.08334	5.67792	1.94048	7.3	0.405419	0.996	Node_length_2013	256823	TRUE	14.788064	TRUE
2393	7	82.42	07_5770541-07_6363160	2.06	1	5.6959	6.05526	6.41463	1.97334	5.7	-0.359366	0.924	Node_length_2013	259073	TRUE	5.770541	TRUE
4432	12	74.845	12_5011149	3.59	1	5.55555	6.01086	6.46617	1.88907	9.8	-0.455314	0.995	Node_length_2013	261112	TRUE	5.011149	TRUE
5355	13	419.003	13_38387816	4.37	1	5.49794	5.99994	6.50195	1.84746	11.7	-0.502004	0.994	Node_length_2013	262035	TRUE	38.387816	TRUE
5656	14	118.77	14_21836161	2.21	1	6.38632	6.02622	5.66612	1.96527	6.1	0.360102	0.995	Node_length_2013	262336	TRUE	21.836161	TRUE
5692	14	138.663	14_34293046	2.25	1	6.36547	6.00014	5.63482	1.96292	6.2	0.365328	0.995	Node_length_2013	262372	TRUE	34.293046	TRUE
7118	18	106.798	18_6211608	3.08	1	5.65324	6.07938	6.50552	1.91671	8.4	-0.426139	0.975	Node_length_2013	263798	TRUE	6.211608	TRUE
7826	19	251.024	19_44443198	4.62	1	5.45751	5.97121	6.48491	1.83391	12.4	-0.513698	1	Node_length_2013	264506	TRUE	44.443198	TRUE
1101	4	17.024	04_2103021	2.08	1	1.36162	1.32118	1.28073	0.0272957	5.5	0.0404411	1	Pod_width_2013	266061	TRUE	2.103021	TRUE
2573	7	214.166	07_31091623	2.75	1	1.36821	1.32162	1.27504	0.0267969	7.3	0.0465874	0.986	Pod_width_2013	267533	TRUE	31.091623	TRUE
3126	8	299.432	08_43278025	2.27	1	1.28604	1.32798	1.36992	0.0271504	6	-0.0419422	1	Pod_width_2013	268086	TRUE	43.278025	TRUE
4321	11	252.8	11_33323346	2.25	1	1.2773	1.31967	1.36205	0.0271645	6	-0.0423789	1	Pod_width_2013	269281	TRUE	33.323346	TRUE
4457	12	93.476	12_5797776	2.49	1	1.37248	1.32858	1.28469	0.0269863	6.6	0.0438933	1	Pod_width_2013	269417	TRUE	5.797776	TRUE
4665	12	235.825	12_33314925	2.25	1	1.36759	1.32523	1.28287	0.0271686	6	0.0423628	0.97	Pod_width_2013	269625	TRUE	33.314925	TRUE
5617	14	87.037	14_7379471-	2.38	1	1.36909	1.31987	1.27064	0.0270692	6.3	0.0492233	0.787	Pod_width_2013	270577	TRUE	7.379471	TRUE
6274	16	32.359	16_2460921	2.56	1	1.37139	1.32702	1.28265	0.0269399	6.8	0.0443701	1	Pod_width_2013	271234	TRUE	2.460921	TRUE
6405	16	127.116	16_19287190	3.15	1	1.37833	1.32852	1.2787	0.026504	8.3	0.0498164	0.987	Pod_width_2013	271365	TRUE	19.28719	TRUE
6449	16	159.816	16_30521457	3.77	1	1.37782	1.32293	1.26805	0.0260579	9.8	0.0548821	0.973	Pod_width_2013	271409	TRUE	30.521457	TRUE
7802	19	233.752	19_43138984	2.58	1	1.37259	1.32784	1.28309	0.0269198	6.8	0.0447502	0.995	Pod_width_2013	272762	TRUE	43.138984	TRUE
335	1	252.439	01_52952506	2.39	1	122.123	116.64	111.157	465.218	5.9	5.48322	1	Red_2012	273575	TRUE	52.952506	TRUE
438	2	32.887	02_3621233	3.12	1	121.99	115.755	109.521	456.587	7.7	6.23463	0.985	Red_2012	273678	TRUE	3.621233	TRUE
1532	5	103.525	05_5233971	2.38	1	121.378	115.941	110.503	465.318	5.9	5.43776	1	Red_2012	274772	TRUE	5.233971	TRUE
1586	5	144.74	05_20092309-05_27809193	2.3	1	121.939	116.256	110.574	466.284	5.7	5.68246	0.874	Red_2012	274826	TRUE	20.092309	TRUE
2858	8	101.934	08_9318625-08_9501864	19.5	1	130.273	116.252	102.231	300.3	39.3	14.0209	0.991	Red_2012	276098	TRUE	9.318625	TRUE
6059	15	186.516	15_15243362	2.2	1	122.244	116.947	111.649	467.446	5.5	5.29742	1	Red_2012	279299	TRUE	15.243362	TRUE
7221	18	177.874	18_19644341	2.04	1	121.036	115.998	110.959	469.416	5.1	5.03845	0.989	Red_2012	280461	TRUE	19.644341	TRUE
7294	18	223.504	18_44884534	2.18	1	121.789	116.558	111.327	467.647	5.4	5.23084	0.994	Red_2012	280534	TRUE	44.884534	TRUE
7315	18	238.36	18_49928560	2.32	1	121.455	116.122	110.789	466.069	5.8	5.33319	1	Red_2012	280555	TRUE	49.92856	TRUE
7562	19	54.59	19_7836156	2.08	1	121.228	116.04	110.852	468.886	5.2	5.1883	0.991	Red_2012	280802	TRUE	7.836156	TRUE
7590	19	78.851	19_24686974	2.5	1	121.837	116.218	110.599	463.863	6.2	5.619	0.982	Red_2012	280830	TRUE	24.686974	TRUE
7669	19	132.897	19_35362631	2.45	1	121.908	116.381	110.854	464.498	6.1	5.52714	0.992	Red_2012	280909	TRUE	35.362631	TRUE
419	2	18.214	02_2418026	2.44	1	1.5151	1.459	1.40289	0.0472491	6.1	0.0561016	0.987	Palmitic_acid_2012	281939	TRUE	2.418026	TRUE
508	2	87.52	02_8762391-02_9453902	2.63	1	1.51369	1.45384	1.394	0.0470185	6.6	0.0598451	0.974	Palmitic_acid_2012	282028	TRUE	8.762391	TRUE
686	2	226.159	02_40130569	2.04	1	1.50596	1.45423	1.4025	0.0477432	5.1	0.0517304	1	Palmitic_acid_2012	282206	TRUE	40.130569	TRUE
1796	5	308.998	05_40937664-05_41257560	2.07	1	1.50903	1.45391	1.39878	0.0477104	5.2	0.0551251	0.912	Palmitic_acid_2012	283316	TRUE	40.937664	TRUE
2089	6	220.397	06_18597849	7.82	1	1.38269	1.48127	1.57984	0.0411106	18.3	-0.0985719	0.993	Palmitic_acid_2012	283609	TRUE	18.597849	TRUE
2154	6	268.273	06_39743079	5.05	1	1.39212	1.47159	1.55106	0.0441699	12.2	-0.0794664	1	Palmitic_acid_2012	283674	TRUE	39.743079	TRUE
2830	8	80.663	08_7270752	7.8	1	1.54983	1.45285	1.35588	0.0411339	18.3	0.0969739	1	Palmitic_acid_2012	284350	TRUE	7.270752	TRUE
3205	9	32.954	09_2556374-09_2966837	2.37	1	1.51445	1.45681	1.39917	0.0473452	5.9	0.0576395	0.932	Palmitic_acid_2012	284725	TRUE	2.556374	TRUE
3930	10	277.335	10_45286714-10_48047954	2.75	1	1.52332	1.46184	1.40036	0.0468742	6.9	0.0614805	0.916	Palmitic_acid_2012	285450	TRUE	45.286714	TRUE
4259	11	202.816	11_12589601-11_12720084	2.35	1	1.52167	1.46637	1.41107	0.0473591	5.9	0.0552981	0.98	Palmitic_acid_2012	285779	TRUE	12.589601	TRUE
4935	13	100.293	13_18979888-13_19610335	3.03	1	1.53149	1.46693	1.40237	0.046539	7.5	0.0645571	0.922	Palmitic_acid_2012	286455	TRUE	18.979888	TRUE
5865	15	35.551	15_2321231-15_3380704	5.75	1	1.53551	1.44701	1.35852	0.0433706	13.8	0.0884959	0.93	Palmitic_acid_2012	287385	TRUE	2.321231	TRUE
6119	15	223.948	15_27888548	2.05	1	1.51241	1.45743	1.40244	0.0477293	5.2	0.054986	0.989	Palmitic_acid_2012	287639	TRUE	27.888548	TRUE
8046	20	80.344	20_4235913-20_4787436	8.65	1	1.57385	1.47025	1.36666	0.0402387	20.1	0.103598	0.961	Palmitic_acid_2012	289566	TRUE	4.235913	TRUE
8064	20	92.158	20_15449841-20_22632082	8.84	1	1.57528	1.47126	1.36725	0.0400465	20.4	0.104017	0.964	Palmitic_acid_2012	289584	TRUE	15.449841	TRUE
8084	20	107.37	20_20778524	8.6	1	1.573	1.47073	1.36847	0.0402928	19.9	0.102266	0.984	Palmitic_acid_2012	289604	TRUE	20.778524	TRUE
8128	20	135.955	20_30128509	8.78	1	1.56828	1.46597	1.36367	0.0401003	20.3	0.102303	0.99	Palmitic_acid_2012	289648	TRUE	30.128509	TRUE
8215	20	203.517	20_37787855	2.79	1	1.51378	1.45392	1.39405	0.0468255	7	0.0598658	1	Palmitic_acid_2012	289735	TRUE	37.787855	TRUE
4192	11	149.073	11_15414972-11_15070612	3.38	1	19.9876	21.0934	22.1992	12.1547	8.6	-1.10579	0.966	Seed_per_pod_3_2013	293992	TRUE	15.414972	TRUE
4333	11	260.618	11_29358002	2.72	1	20.1908	21.1681	22.1454	12.3722	7	-0.977321	1	Seed_per_pod_3_2013	294133	TRUE	29.358002	TRUE
5055	13	197.145	13_23924406-13_24016558	3.42	1	20.0645	21.1753	22.2862	12.1415	8.7	-1.11086	0.957	Seed_per_pod_3_2013	294855	TRUE	23.924406	TRUE
7589	19	78.837	19_23087203-19_24686974	2.43	1	20.3209	21.2483	22.1758	12.4675	6.3	-0.927491	0.981	Seed_per_pod_3_2013	297389	TRUE	23.087203	TRUE
7609	19	91.667	19_5031288	3.12	1	20.2196	21.2578	22.2959	12.2415	8	-1.03818	1	Seed_per_pod_3_2013	297409	TRUE	5.031288	TRUE
7681	19	142.677	19_35925150	4.54	1	19.9424	21.1904	22.4384	11.7852	11.4	-1.248	1	Seed_per_pod_3_2013	297481	TRUE	35.92515	TRUE
418	2	18.149	02_2149517-02_2418026	2.99	1	16.1369	17.8771	19.6173	28.4626	9.4	-1.74021	0.981	Pod_number_5_node_2013	298498	TRUE	2.149517	TRUE
1255	4	126.493	04_45355720	2.21	1	16.1988	17.6867	19.1746	29.2078	7	-1.48786	1	Pod_number_5_node_2013	299335	TRUE	45.35572	TRUE
3580	10	1.436	10_570120	2.17	1	19.1176	17.6336	16.1495	29.2392	6.9	1.48404	1	Pod_number_5_node_2013	301660	TRUE	0.57012	TRUE
4488	12	117.032	12_7054169	2.97	1	15.9873	17.6973	19.4072	28.4822	9.3	-1.70994	1	Pod_number_5_node_2013	302568	TRUE	7.054169	TRUE
4626	12	209.675	12_27006565	2.16	1	16.1766	17.6861	19.1957	29.2469	6.9	-1.50953	0.983	Pod_number_5_node_2013	302706	TRUE	27.006565	TRUE
