id	chromosome_number	start_mb	stop_mb
Glyma.13g1899002	13	30337066	30337440
Glyma.13g1899003	13	30338445	30341071
Glyma.13g1899001	13	30341243	30343138
Glyma.13g190000	13	30355157	30359208
Glyma.13g190100	13	30361356	30362889
Glyma.13g190200	13	30369321	30372347
Glyma.13g190300	13	30388583	30392233
Glyma.13g190400	13	30402029	30409606
Glyma.13g190500	13	30413752	30416494
Glyma.13g190600	13	30418530	30419420
Glyma.13g190700	13	30423381	30424046
Glyma.13g190800	13	30423894	30430435
Glyma.13g190900	13	30438618	30441803
Glyma.13g191000	13	30448426	30449070
Glyma.13g1911002	13	30457589	30457632
Glyma.13g1911001	13	30458108	30462177
Glyma.13g191200	13	30463620	30465360
Glyma.13g191300	13	30467406	30470115
Glyma.13g191400	13	30472853	30474291
Glyma.13g191500	13	30481955	30482503
Glyma.13g191600	13	30482765	30484179
Glyma.13g191700	13	30492898	30499938
Glyma.13g191800	13	30502840	30503829
Glyma.13g191900	13	30510125	30514378
Glyma.13g192000	13	30520738	30522409
Glyma.13g192100	13	30530165	30536199
Glyma.13g192200	13	30542259	30549789
Glyma.13g192300	13	30553478	30554201
Glyma.13g192400	13	30565167	30573329
Glyma.13g192500	13	30577334	30578003
Glyma.13g192600	13	30592072	30619011
Glyma.13g192700	13	30595116	30597770
Glyma.13g192800	13	30613444	30614733
Glyma.13g192900	13	30622498	30639220
Glyma.13g193000	13	30641171	30642058
Glyma.13g193100	13	30643486	30648668
Glyma.13g193200	13	30651373	30661214
Glyma.13g193300	13	30662869	30665830
Glyma.13g193400	13	30666024	30666875
Glyma.13g193500	13	30669375	30676126
Glyma.13g193600	13	30677250	30679942
Glyma.13g193700	13	30682181	30695761
Glyma.13g193800	13	30709903	30710253
Glyma.13g193900	13	30714547	30714981
Glyma.13g194000	13	30721230	30724571
Glyma.13g194100	13	30726074	30730604
Glyma.13g194200	13	30735609	30737358
Glyma.13g194300	13	30742527	30743438
Glyma.13g194400	13	30749261	30750344
Glyma.13g194500	13	30763823	30769223
Glyma.13g194600	13	30777645	30787581
Glyma.13g194700	13	30793151	30800421
Glyma.13g194800	13	30806038	30808277
Glyma.13g194900	13	30832071	30838537
Glyma.13g195000	13	30833034	30833451
Glyma.13g195100	13	30850314	30856196
Glyma.13g195200	13	30862185	30877782
Glyma.13g195300	13	30878334	30882722
Glyma.13g195400	13	30895968	30896400
Glyma.13g195500	13	30899643	30905295
Glyma.13g195600	13	30914739	30918690
Glyma.13g195700	13	30923915	30926155
Glyma.13g195800	13	30928265	30932209
Glyma.13g195900	13	30939701	30941879
Glyma.13g196000	13	30953401	30954030
Glyma.13g196100	13	30955122	30967231
Glyma.13g196200	13	30974115	30978025
Glyma.13g196300	13	30987413	30993225
Glyma.13g196400	13	30997920	30998261
Glyma.13g196500	13	31000085	31002582
Glyma.13g196600	13	31003040	31005928
Glyma.13g196700	13	31042975	31048036
Glyma.13g196800	13	31049626	31053697
Glyma.13g196900	13	31055891	31072513
Glyma.13g197000	13	31074451	31084187
Glyma.13g197100	13	31085659	31088023
Glyma.13g197200	13	31090152	31098738
Glyma.13g197300	13	31109749	31115174
Glyma.13g197400	13	31123470	31130862
Glyma.13g197500	13	31151094	31159499
Glyma.13g197600	13	31169436	31171766
Glyma.13g197700	13	31174654	31180595
Glyma.13g197800	13	31181424	31185590
Glyma.13g197900	13	31186357	31186602
Glyma.13g198000	13	31188266	31190476
Glyma.13g198100	13	31189832	31190014
Glyma.13g198200	13	31193585	31206900
Glyma.13g198300	13	31208095	31209311
Glyma.13g198400	13	31215818	31216795
Glyma.13g198500	13	31225402	31227494
Glyma.13g198600	13	31233913	31240731
Glyma.13g198700	13	31243180	31247875
Glyma.13g198800	13	31252110	31257733
Glyma.13g198900	13	31269355	31270563
Glyma.13g199000	13	31271929	31272426
Glyma.13g199100	13	31273865	31275393
Glyma.13g199200	13	31281595	31284169
Glyma.13g199300	13	31299423	31309659
Glyma.13g199400	13	31318973	31320276
Glyma.13g199500	13	31330354	31335238
Glyma.13g199600	13	31336335	31341862
Glyma.13g199700	13	31345572	31345950
Glyma.13g199800	13	31353786	31356378
Glyma.13g199900	13	31359993	31364555
Glyma.13g200000	13	31364350	31369208
Glyma.13g200100	13	31375134	31379683
Glyma.13g200200	13	31385590	31386947
Glyma.13g200300	13	31395815	31398146
Glyma.13g200400	13	31403066	31411738
Glyma.13g200500	13	31416233	31417573
Glyma.13g200600	13	31428112	31429431
Glyma.13g200700	13	31431165	31434011
Glyma.13g200800	13	31438634	31445721
Glyma.13g200900	13	31446769	31447481
Glyma.13g201000	13	31451896	31454261
Glyma.13g201100	13	31460212	31462313
Glyma.13g201200	13	31476801	31482069
Glyma.13g201300	13	31497499	31499001
Glyma.13g201400	13	31502069	31505627
Glyma.13g201500	13	31509350	31515503
Glyma.13g201600	13	31521512	31522992
Glyma.13g201700	13	31531733	31539944
Glyma.13g201800	13	31545409	31551986
Glyma.13g201900	13	31554332	31561489
Glyma.13g202000	13	31566728	31571708
Glyma.13g202100	13	31573252	31583508
Glyma.13g202200	13	31589681	31596326
Glyma.13g202300	13	31596684	31603118
Glyma.13g202400	13	31607659	31614246
Glyma.13g202500	13	31619752	31630932
Glyma.13g202600	13	31639345	31641101
Glyma.13g202700	13	31651329	31653355
Glyma.13g202800	13	31657905	31661774
Glyma.13g202900	13	31681225	31681968
Glyma.13g203000	13	31683629	31689851
Glyma.13g203100	13	31701641	31704098
Glyma.13g203200	13	31720004	31725252
Glyma.13g203300	13	31727841	31735910
Glyma.13g203400	13	31741541	31744773
Glyma.13g203500	13	31748969	31751404
Glyma.13g203600	13	31753843	31756013
Glyma.13g203700	13	31780982	31784218
Glyma.13g203800	13	31789318	31790899
Glyma.13g203900	13	31793697	31796601
Glyma.13g204000	13	31799233	31800440
Glyma.13g204100	13	31814298	31815348
Glyma.13g204200	13	31822330	31826011
Glyma.13g204300	13	31832093	31833193
Glyma.13g204400	13	31852699	31857082
Glyma.13g204500	13	31862953	31864196
Glyma.13g204600	13	31868271	31869360
Glyma.13g204700	13	31872482	31883107
Glyma.13g204800	13	31885462	31887911
Glyma.13g204900	13	31888324	31898942
Glyma.13g205000	13	31904584	31905914
Glyma.13g205100	13	31921433	31922242
Glyma.13g205200	13	31945041	31945969
Glyma.13g205300	13	31953261	31958201
Glyma.13g205400	13	31966944	31967279
Glyma.13g205500	13	31979900	31981469
Glyma.13g205600	13	31983358	31987695
Glyma.13g205700	13	31988747	31991566
Glyma.13g205800	13	31992617	31993722
Glyma.13g205900	13	31998199	32001349
Glyma.13g206000	13	32002491	32003259
Glyma.13g206100	13	32003359	32005116
Glyma.13g206200	13	32005629	32006396
Glyma.13g206300	13	32007413	32010476
Glyma.13g206400	13	32010705	32011431
Glyma.13g206500	13	32017472	32022810
Glyma.13g206600	13	32038892	32043379
Glyma.13g206700	13	32050467	32053547
Glyma.13g206800	13	32061571	32064739
Glyma.13g206900	13	32065701	32068163
Glyma.13g207000	13	32069456	32071761
Glyma.13g207100	13	32075403	32076489
Glyma.13g207200	13	32082001	32087695
Glyma.13g207300	13	32089900	32093765
Glyma.13g207400	13	32097279	32097963
Glyma.13g207500	13	32101935	32104489
Glyma.13g207600	13	32108641	32110199
Glyma.13g207700	13	32124827	32128053
Glyma.13g207800	13	32131885	32138180
Glyma.13g207900	13	32155914	32163168
Glyma.13g208000	13	32166520	32168409
Glyma.13g208100	13	32170808	32172111
Glyma.13g208200	13	32176890	32179471
Glyma.13g208300	13	32204308	32206279
Glyma.13g208400	13	32231119	32234068
Glyma.13g208500	13	32252453	32255897
Glyma.13g208600	13	32257329	32261574
Glyma.13g208700	13	32262962	32264226
Glyma.13g208800	13	32271213	32278380
Glyma.13g208900	13	32285213	32287078
Glyma.13g209000	13	32301762	32302169
Glyma.13g209100	13	32310692	32311377
Glyma.13g209200	13	32324301	32328052
Glyma.13g209300	13	32331283	32331414
Glyma.13g209400	13	32336977	32342192
Glyma.13g209500	13	32347180	32351702
Glyma.13g209600	13	32357965	32359540
Glyma.13g209700	13	32366735	32368524
Glyma.13g209800	13	32369345	32378787
Glyma.13g209900	13	32387850	32388095
Glyma.13g210000	13	32388338	32390888
Glyma.13g210100	13	32392402	32393043
Glyma.13g210200	13	32400376	32401158
Glyma.13g210300	13	32413317	32419799
Glyma.13g210400	13	32420426	32423292
Glyma.13g210500	13	32431359	32434283
Glyma.13g210600	13	32434532	32438712
Glyma.13g210700	13	32440507	32448285
Glyma.13g210800	13	32458378	32464314
Glyma.13g210900	13	32465283	32472211
Glyma.13g211000	13	32478631	32481186
Glyma.13g211100	13	32488271	32488331
Glyma.13g211200	13	32492304	32495742
Glyma.13g211300	13	32500008	32501933
Glyma.13g211400	13	32503857	32506076
Glyma.13g211500	13	32507870	32517052
Glyma.13g211600	13	32521796	32528269
Glyma.13g211700	13	32541959	32543724
Glyma.13g211800	13	32552265	32556704
Glyma.13g211900	13	32559102	32575545
Glyma.13g212000	13	32577024	32578589
Glyma.13g212100	13	32582351	32584329
Glyma.13g212200	13	32586534	32591014
Glyma.13g212300	13	32595182	32597741
Glyma.13g212400	13	32599016	32599912
Glyma.13g212500	13	32607200	32609043
Glyma.13g212600	13	32619691	32623400
Glyma.13g212700	13	32624671	32628967
Glyma.13g212800	13	32634204	32636454
Glyma.13g212900	13	32637814	32645738
Glyma.13g213000	13	32650931	32660842
Glyma.13g213100	13	32664808	32670974
Glyma.13g213200	13	32672843	32679086
Glyma.13g213300	13	32679892	32684859
Glyma.13g213400	13	32690805	32697905
Glyma.13g213500	13	32711673	32716430
Glyma.13g213600	13	32728380	32731642
Glyma.13g213700	13	32732759	32734118
Glyma.13g213800	13	32735017	32739403
Glyma.13g213900	13	32742464	32746044
Glyma.13g214000	13	32748724	32749782
Glyma.13g214100	13	32754169	32758490
Glyma.13g214200	13	32759023	32764955
Glyma.13g214300	13	32769353	32774554
Glyma.13g214400	13	32778142	32784877
Glyma.13g214500	13	32785816	32786643
Glyma.13g214600	13	32792029	32794840
Glyma.13g214700	13	32804567	32807411
Glyma.13g214800	13	32821476	32828844
Glyma.13g2149002	13	32842156	32842899
Glyma.13g2149001	13	32844538	32847391
Glyma.13g215000	13	32848749	32851558
Glyma.13g215100	13	32859027	32860717
Glyma.13g215200	13	32860732	32865726
Glyma.13g215300	13	32870506	32872970
Glyma.13g215400	13	32875517	32877386
Glyma.13g215500	13	32877770	32891187
Glyma.13g215600	13	32896705	32900912
Glyma.13g215700	13	32903688	32904894
Glyma.13g215800	13	32907147	32912118
Glyma.13g215900	13	32917010	32925572
Glyma.13g216000	13	32926258	32926665
Glyma.13g216100	13	32926674	32934951
Glyma.13g216200	13	32947869	32948703
Glyma.13g216300	13	32952764	32953072
Glyma.13g216400	13	32958278	32965462
Glyma.13g216500	13	32966286	32973567
Glyma.13g216600	13	32978123	32979687
Glyma.13g216700	13	32980066	32981039
Glyma.13g216800	13	32981447	32986103
Glyma.13g216900	13	32992047	32993015
Glyma.13g217000	13	32995492	33002746
Glyma.13g217100	13	33012332	33014710
Glyma.13g217200	13	33017737	33019810
Glyma.13g217300	13	33020465	33023035
Glyma.13g217400	13	33038297	33040241
Glyma.13g217500	13	33046237	33053366
Glyma.13g217600	13	33056403	33061393
Glyma.13g217700	13	33064539	33070114
Glyma.13g217800	13	33092747	33097738
Glyma.13g217900	13	33096818	33101358
Glyma.13g218000	13	33103324	33104005
Glyma.13g218100	13	33112401	33112805
Glyma.13g218200	13	33140499	33142514
Glyma.13g218300	13	33167113	33169759
Glyma.13g218400	13	33181476	33181778
Glyma.13g218500	13	33189453	33200664
Glyma.13g218600	13	33200753	33203690
Glyma.13g218700	13	33205407	33206268
Glyma.13g218800	13	33207721	33210387
Glyma.13g218900	13	33215284	33216951
Glyma.13g219000	13	33222996	33227886
Glyma.13g219100	13	33234249	33237470
Glyma.13g219200	13	33244453	33246366
Glyma.13g219300	13	33254523	33255542
Glyma.13g219400	13	33256710	33260973
Glyma.13g219500	13	33261249	33262195
Glyma.13g219600	13	33263007	33267488
Glyma.13g219700	13	33268846	33272890
Glyma.13g219800	13	33279310	33282129
Glyma.13g219900	13	33290348	33300721
Glyma.13g220000	13	33313732	33336740
Glyma.13g220100	13	33350896	33353681
Glyma.13g220200	13	33363893	33366070
Glyma.13g220300	13	33369554	33371238
Glyma.13g220400	13	33371676	33380958
Glyma.13g220500	13	33382281	33386506
Glyma.13g220600	13	33389445	33393260
Glyma.13g220700	13	33391840	33392117
Glyma.13g220800	13	33396004	33398152
Glyma.13g220900	13	33399883	33405248
Glyma.13g221000	13	33409269	33416093
Glyma.13g221100	13	33418796	33419791
Glyma.13g221200	13	33422605	33426141
Glyma.13g221300	13	33427048	33433873
Glyma.13g221400	13	33457802	33464856
Glyma.13g221500	13	33469650	33470174
Glyma.13g221600	13	33472101	33474955
Glyma.13g221700	13	33475236	33478662
Glyma.13g221800	13	33479507	33485516
Glyma.13g221900	13	33488305	33492501
Glyma.13g222000	13	33493674	33499351
Glyma.13g2221002	13	33499808	33500278
Glyma.13g2221001	13	33503092	33504516
Glyma.13g222200	13	33515348	33519240
Glyma.13g222300	13	33522900	33527302
Glyma.13g222400	13	33528639	33531238
Glyma.13g222500	13	33531556	33536303
Glyma.13g222600	13	33553388	33554672
Glyma.13g222700	13	33563031	33566071
Glyma.13g222800	13	33565839	33574431
Glyma.13g222900	13	33578057	33580377
Glyma.13g223000	13	33586390	33589913
Glyma.13g223100	13	33601435	33604296
Glyma.13g223200	13	33606433	33609795
Glyma.13g223300	13	33610531	33620180
Glyma.13g223400	13	33643527	33652207
Glyma.13g223500	13	33654626	33655383
Glyma.13g223600	13	33658102	33658924
Glyma.13g223700	13	33663034	33664635
Glyma.13g223800	13	33665829	33670493
Glyma.13g223900	13	33672010	33679263
Glyma.13g2240002	13	33684833	33685153
Glyma.13g2240003	13	33685331	33685535
Glyma.13g2240001	13	33685713	33686902
Glyma.13g224100	13	33689752	33694327
Glyma.13g224200	13	33699882	33702393
Glyma.13g224300	13	33703380	33715996
Glyma.13g224400	13	33716071	33719717
Glyma.13g224500	13	33725180	33735368
Glyma.13g224600	13	33735984	33741877
Glyma.13g224700	13	33745884	33748569
Glyma.13g224800	13	33748627	33756494
Glyma.13g224900	13	33764494	33767295
Glyma.13g225000	13	33791887	33794220
Glyma.13g225100	13	33799417	33800661
Glyma.13g225200	13	33803981	33805020
Glyma.13g225300	13	33804311	33804475
Glyma.13g225400	13	33806792	33811100
Glyma.13g225500	13	33811556	33814961
Glyma.13g225600	13	33815523	33819171
Glyma.13g225700	13	33823702	33825775
Glyma.13g225800	13	33830362	33831915
Glyma.13g225900	13	33839206	33842428
Glyma.13g226000	13	33868588	33869274
Glyma.13g226100	13	33873249	33873645
Glyma.13g226200	13	33874410	33880339
Glyma.13g226300	13	33886198	33891178
Glyma.13g226400	13	33892827	33897469
Glyma.13g226500	13	33898587	33906020
Glyma.13g226600	13	33931952	33932729
Glyma.13g226700	13	33940170	33941503
Glyma.13g226800	13	33942335	33945751
Glyma.13g226900	13	33946592	33952098
Glyma.13g227000	13	33953811	33956283
Glyma.13g227100	13	33958146	33965352
Glyma.13g227200	13	33967115	33973238
Glyma.13g227300	13	33974001	33974486
Glyma.13g227400	13	33975184	33975733
Glyma.13g227500	13	33979796	33981779
Glyma.13g227600	13	33991175	33995180
Glyma.13g227700	13	33997499	33999760
Glyma.13g227800	13	34006795	34009506
Glyma.13g227900	13	34021156	34024981
Glyma.13g228000	13	34031416	34035990
Glyma.13g228100	13	34038122	34042381
Glyma.13g228200	13	34046523	34051701
Glyma.13g228300	13	34054303	34058139
Glyma.13g228400	13	34069476	34071724
Glyma.13g228500	13	34080809	34082788
Glyma.13g228600	13	34086707	34087892
Glyma.13g228700	13	34091721	34097513
Glyma.13g228800	13	34104323	34107385
Glyma.13g228900	13	34116032	34121007
Glyma.13g229000	13	34121142	34125818
Glyma.13g229100	13	34134496	34137028
Glyma.13g2292002	13	34138528	34138536
Glyma.13g2292001	13	34139310	34142839
Glyma.13g229300	13	34145492	34146830
Glyma.13g229400	13	34152690	34155279
Glyma.13g229500	13	34161998	34162909
Glyma.13g229600	13	34169980	34175488
Glyma.13g229700	13	34177848	34183941
Glyma.13g229800	13	34194968	34203543
Glyma.13g229900	13	34205148	34205916
Glyma.13g230000	13	34211802	34212325
Glyma.13g230100	13	34213301	34215628
Glyma.13g230200	13	34220012	34222152
Glyma.13g230300	13	34225739	34227982
Glyma.13g230400	13	34234653	34237939
Glyma.13g230500	13	34234720	34249047
Glyma.13g230600	13	34253777	34255835
Glyma.13g230700	13	34257529	34258479
Glyma.13g230800	13	34264191	34269410
Glyma.13g230900	13	34270149	34271352
Glyma.13g231000	13	34272969	34277069
Glyma.13g231100	13	34283149	34290216
Glyma.13g231200	13	34295089	34296738
Glyma.13g231300	13	34299255	34301603
Glyma.13g231400	13	34305447	34309209
Glyma.13g231500	13	34310207	34314155
Glyma.13g231600	13	34317185	34318706
Glyma.13g231700	13	34322075	34326368
Glyma.13g231800	13	34328182	34331758
Glyma.13g231900	13	34333664	34334484
Glyma.13g232000	13	34335838	34337874
Glyma.13g232100	13	34339171	34342004
Glyma.13g232200	13	34342771	34347885
Glyma.13g232300	13	34350525	34350935
Glyma.13g232400	13	34353109	34356026
Glyma.13g232500	13	34356666	34359254
Glyma.13g232600	13	34359730	34363739
Glyma.13g232700	13	34366717	34370946
Glyma.13g232800	13	34376171	34377304
Glyma.13g232900	13	34383110	34394283
Glyma.13g233000	13	34395264	34400600
Glyma.13g233100	13	34405169	34406310
Glyma.13g233200	13	34407001	34407189
Glyma.13g233300	13	34408671	34413175
Glyma.13g233400	13	34416323	34421573
Glyma.13g2335002	13	34422342	34423109
Glyma.13g2335001	13	34425970	34426818
Glyma.13g233600	13	34433218	34438675
Glyma.13g233700	13	34443302	34449715
Glyma.13g233800	13	34455747	34456880
Glyma.13g233900	13	34459840	34460726
Glyma.13g234000	13	34470767	34473917
Glyma.13g234100	13	34474840	34476686
Glyma.13g234200	13	34492285	34498651
Glyma.13g234300	13	34500197	34502671
Glyma.13g234400	13	34503767	34509200
Glyma.13g234500	13	34514243	34515302
Glyma.13g234600	13	34521473	34530722
Glyma.13g234700	13	34537748	34542139
Glyma.13g234800	13	34551260	34553102
Glyma.13g234900	13	34558968	34561668
Glyma.13g235000	13	34564235	34568653
Glyma.13g235100	13	34583343	34584299
Glyma.13g235200	13	34584405	34587426
Glyma.13g235300	13	34590673	34601384
Glyma.13g235400	13	34601529	34604996
Glyma.13g235500	13	34609107	34611350
Glyma.13g235600	13	34619710	34633051
Glyma.13g235700	13	34630805	34631093
Glyma.13g235800	13	34634149	34637956
Glyma.13g235900	13	34638648	34639570
Glyma.13g236000	13	34640256	34641526
Glyma.13g236100	13	34642642	34644367
Glyma.13g236200	13	34648355	34652475
Glyma.13g236300	13	34653364	34655993
Glyma.13g236400	13	34657755	34660258
Glyma.13g236500	13	34675713	34677522
Glyma.13g236600	13	34699686	34700177
Glyma.13g236700	13	34703014	34709380
Glyma.13g236800	13	34715128	34729440
Glyma.13g236900	13	34738528	34739088
Glyma.13g237000	13	34742116	34743394
Glyma.13g237100	13	34745284	34746212
Glyma.13g237200	13	34749683	34756657
Glyma.13g237300	13	34754808	34755029
Glyma.13g237400	13	34762356	34764434
Glyma.13g237500	13	34783396	34785641
Glyma.13g237600	13	34795870	34796823
Glyma.13g237700	13	34802792	34804110
Glyma.13g237800	13	34805770	34808340
Glyma.13g237900	13	34809361	34816888
Glyma.13g238000	13	34821490	34827651
Glyma.13g238100	13	34835450	34840141
Glyma.13g238200	13	34844479	34849504
Glyma.13g238300	13	34863013	34864740
Glyma.13g238400	13	34872388	34881743
Glyma.13g238500	13	34884907	34887253
Glyma.13g238600	13	34896102	34899087
Glyma.13g238700	13	34901577	34904420
Glyma.13g238800	13	34917579	34923328
Glyma.13g238900	13	34924658	34926883
Glyma.13g239000	13	34926963	34931964
Glyma.13g239100	13	34957148	34964627
Glyma.13g239200	13	34966970	34968386
Glyma.13g239300	13	34970872	34976701
Glyma.13g239400	13	34978220	34982098
Glyma.13g239500	13	34986806	34989163
Glyma.13g239600	13	34995088	34995960
Glyma.13g239700	13	34996626	34999717
Glyma.13g239800	13	35001390	35001749
Glyma.13g239900	13	35006343	35015325
Glyma.13g240000	13	35006379	35008821
Glyma.13g240100	13	35016982	35018380
Glyma.13g240200	13	35022604	35028147
Glyma.13g240300	13	35032565	35035893
Glyma.13g240400	13	35036079	35037587
Glyma.13g240500	13	35036990	35044109
Glyma.13g240600	13	35047639	35053987
Glyma.13g240700	13	35060887	35063159
Glyma.13g240800	13	35064638	35068868
Glyma.13g240900	13	35076717	35079359
Glyma.13g241000	13	35091098	35093516
Glyma.13g241100	13	35098937	35112900
Glyma.13g241200	13	35125768	35129621
Glyma.13g241300	13	35130654	35134130
Glyma.13g241400	13	35136960	35145802
Glyma.13g241500	13	35148816	35152426
Glyma.13g241600	13	35159513	35161123
Glyma.13g241700	13	35162929	35166079
Glyma.13g241800	13	35167964	35174894
Glyma.13g241900	13	35181812	35182687
Glyma.13g242000	13	35187687	35188861
Glyma.13g242100	13	35189445	35191686
Glyma.13g242200	13	35196906	35198870
Glyma.13g242300	13	35203531	35205336
Glyma.13g242400	13	35208582	35210359
Glyma.13g242500	13	35214080	35214492
Glyma.13g242600	13	35214559	35215040
Glyma.13g242700	13	35216171	35220247
Glyma.13g242800	13	35221700	35227439
Glyma.13g242900	13	35231510	35231969
Glyma.13g243000	13	35240716	35241536
Glyma.13g243100	13	35256095	35257810
Glyma.13g243200	13	35262813	35264688
Glyma.13g243300	13	35270380	35271227
Glyma.13g243400	13	35277924	35279027
Glyma.13g243500	13	35288591	35293220
Glyma.13g243600	13	35301659	35311187
Glyma.13g243700	13	35312187	35316963
Glyma.13g243800	13	35317683	35318888
Glyma.13g243900	13	35322388	35323950
Glyma.13g244000	13	35328865	35333265
Glyma.13g244100	13	35338512	35340037
Glyma.13g244200	13	35346902	35354316
Glyma.13g2443002	13	35358811	35363592
Glyma.13g2443001	13	35364207	35370265
Glyma.13g244400	13	35373589	35379029
Glyma.13g244500	13	35387923	35396578
Glyma.13g244600	13	35399703	35405706
Glyma.13g244700	13	35406382	35407424
Glyma.13g244800	13	35408963	35410102
Glyma.13g244900	13	35416822	35421281
Glyma.13g245000	13	35434577	35439914
Glyma.13g245100	13	35441751	35443988
Glyma.13g245200	13	35444517	35444785
Glyma.13g245300	13	35445867	35447705
Glyma.13g245400	13	35448269	35449054
Glyma.13g245500	13	35450233	35453203
Glyma.13g245600	13	35460080	35461356
Glyma.13g245700	13	35464732	35471257
Glyma.13g245800	13	35479651	35480866
Glyma.13g245900	13	35481859	35492023
Glyma.13g246000	13	35500017	35504197
Glyma.13g246100	13	35507353	35510228
Glyma.13g246200	13	35511992	35512643
Glyma.13g246300	13	35515221	35517544
Glyma.13g246400	13	35517734	35518761
Glyma.13g246500	13	35523224	35524550
Glyma.13g246600	13	35533867	35539249
Glyma.13g246700	13	35547459	35549417
Glyma.13g246800	13	35551954	35553703
Glyma.13g246900	13	35555057	35555974
Glyma.13g247000	13	35557199	35557776
Glyma.13g247100	13	35561049	35565212
Glyma.13g247200	13	35571708	35573509
Glyma.13g247300	13	35581532	35586164
Glyma.13g247400	13	35586790	35592668
Glyma.13g247500	13	35594329	35595355
Glyma.13g247600	13	35602432	35604495
Glyma.13g247700	13	35605725	35609060
Glyma.13g247800	13	35611281	35614572
Glyma.13g247900	13	35612290	35613092
Glyma.13g248000	13	35620202	35621661
Glyma.13g248100	13	35631138	35635086
Glyma.13g248200	13	35636606	35637937
Glyma.13g248300	13	35640626	35644598
Glyma.13g248400	13	35651954	35655747
Glyma.13g248500	13	35658070	35661871
Glyma.13g248600	13	35666896	35668024
Glyma.13g248700	13	35668869	35672143
Glyma.13g248800	13	35677452	35681265
Glyma.13g248900	13	35685233	35690583
Glyma.13g249000	13	35692094	35696834
Glyma.13g249100	13	35700102	35701373
Glyma.13g249200	13	35701896	35706080
Glyma.13g249300	13	35712020	35716076
Glyma.13g249400	13	35719291	35721124
Glyma.13g249500	13	35721467	35721860
Glyma.13g249600	13	35726229	35729214
Glyma.13g249700	13	35731494	35733559
Glyma.13g249800	13	35739290	35742405
Glyma.13g249900	13	35758654	35760398
Glyma.13g250000	13	35763055	35765380
Glyma.13g250100	13	35768605	35772936
Glyma.13g250200	13	35771424	35772208
Glyma.13g250300	13	35774244	35775879
Glyma.13g250400	13	35790067	35794185
Glyma.13g250500	13	35797200	35799055
Glyma.13g250600	13	35805009	35805875
Glyma.13g250700	13	35806195	35808484
Glyma.13g250800	13	35809309	35811764
Glyma.13g250900	13	35819604	35821065
Glyma.13g251000	13	35823247	35825053
Glyma.13g251100	13	35830329	35836497
Glyma.13g251200	13	35840300	35844233
Glyma.13g251300	13	35845243	35846131
Glyma.13g251400	13	35846708	35849784
Glyma.13g251500	13	35858306	35859896
Glyma.13g251600	13	35861715	35862511
Glyma.13g251700	13	35864995	35865771
Glyma.13g251800	13	35868433	35869347
Glyma.13g251900	13	35872841	35874975
Glyma.13g252000	13	35878009	35878706
Glyma.13g252100	13	35879681	35880576
Glyma.13g252200	13	35885450	35886275
Glyma.13g252300	13	35889028	35889757
Glyma.13g252400	13	35892241	35893009
Glyma.13g252500	13	35896902	35897141
Glyma.13g252600	13	35902433	35903275
Glyma.13g252700	13	35909230	35913873
Glyma.13g2528002	13	35917193	35917706
Glyma.13g2528001	13	35918076	35921466
Glyma.13g252900	13	35923689	35926084
Glyma.13g253000	13	35924228	35929491
Glyma.13g253100	13	35930660	35934486
Glyma.13g253200	13	35940032	35943988
Glyma.13g253300	13	35946415	35950405
Glyma.13g253400	13	35958196	35959874
Glyma.13g253500	13	35963886	35967381
Glyma.13g253600	13	35972675	35975896
Glyma.13g253700	13	35976217	35983152
Glyma.13g253800	13	35984370	35987199
Glyma.13g253900	13	35989088	35993364
Glyma.13g254000	13	35993725	35994207
Glyma.13g254100	13	35994819	36000256
Glyma.13g254200	13	35999845	36008393
Glyma.13g254300	13	36014647	36016402
Glyma.13g254400	13	36022403	36023793
Glyma.13g254500	13	36034639	36037291
Glyma.13g254600	13	36037703	36044756
Glyma.13g254700	13	36048678	36050087
Glyma.13g254800	13	36053618	36059593
Glyma.13g254900	13	36061267	36064808
Glyma.13g255000	13	36066984	36068542
Glyma.13g255100	13	36075207	36082752
Glyma.13g2552002	13	36081232	36089119
Glyma.13g2552001	13	36096325	36096918
Glyma.13g255300	13	36105947	36108674
Glyma.13g255400	13	36111166	36114162
Glyma.13g255500	13	36119175	36121217
Glyma.13g255600	13	36127960	36129859
Glyma.13g255700	13	36133004	36135970
Glyma.13g255800	13	36137081	36138469
Glyma.13g255900	13	36145785	36148235
Glyma.13g256000	13	36149223	36151914
Glyma.13g256100	13	36153259	36162305
Glyma.13g256200	13	36163978	36167406
Glyma.13g256300	13	36168597	36175108
Glyma.13g256400	13	36176743	36181866
Glyma.13g256500	13	36182756	36185443
Glyma.13g256600	13	36187051	36191482
Glyma.13g256700	13	36191583	36192925
Glyma.13g256800	13	36194002	36203907
Glyma.13g256900	13	36204841	36216179
Glyma.13g257000	13	36218051	36225278
Glyma.13g257100	13	36242651	36245265
Glyma.13g257200	13	36253822	36258425
Glyma.13g257300	13	36257914	36258183
Glyma.13g257400	13	36262126	36262838
Glyma.13g257500	13	36264544	36265333
Glyma.13g257600	13	36267577	36268273
Glyma.13g257700	13	36269525	36270335
Glyma.13g257800	13	36270642	36271624
Glyma.13g257900	13	36272950	36273747
Glyma.13g258000	13	36277957	36279874
Glyma.13g258100	13	36278498	36279078
Glyma.13g258200	13	36279124	36279874
Glyma.13g258300	13	36280581	36282092
