num	chr	marker	cm	bp	group	h	K
847	Chr05	05_42098680	315.424	42098680	5	h16555	0.254144064
848	Chr05	05_41415752	317.438	41415752	5	h16459	0.23796881
849	Chr05	05_41042159	320.168	41042159	5	h16387	0.131020855
851	Chr06	06_958900	0	958900	6	h16626	0.080387904
852	Chr06	06_1072618	3.196	1072618	6	h16660	0.031916288
853	Chr06	06_1032247	4.625	1032247	6	h16660	0.149475838
854	Chr06	06_551483	6.401	551483	6	h16605	0.222237008
855	Chr06	06_221487	8.3	221487	6	h16591	0.171739884
856	Chr06	06_563445	10.315	563445	6	h16605	0.187598539
857	Chr06	06_1340406	14.096	1340406	6	h16660	0.13327783
858	Chr06	06_1472367	16.257	1472367	6	h16744	0.048451773
859	Chr06	06_1383236	18.744	1383236	6	h16660	0.105185738
860	Chr06	06_1740679	20.792	1740679	6	h16744	0.148844592
861	Chr06	06_2072832	23.489	2072832	6	h16765	0.093750194
862	Chr06	06_2287612	26.827	2287612	6	h16765	0.146927434
863	Chr06	06_2444827	27.512	2444827	6	h16765	0.2119951
864	Chr06	06_2590103	28.259	2590103	6	h16765	0.12569774
865	Chr06	06_2535748	29.214	2535748	6	h16765	0.053226811
866	Chr06	06_2564232	29.789	2564232	6	h16765	0.176826229
867	Chr06	06_3042605	31.362	3042605	6	h16879	0.152322146
868	Chr06	06_3042940	31.995	3042940	6	h16879	0.000276937
869	Chr06	06_3042933	32.279	3042933	6	h16879	0.088276597
870	Chr06	06_3247000	33.435	3247000	6	h16879	0.14280153
871	Chr06	06_3145997	34.361	3145997	6	h16879	0.136788096
872	Chr06	06_3488983	36.446	3488983	6	h16879	0.355668181
873	Chr06	06_3151586	37.063	3151586	6	h16879	0.352123804
874	Chr06	06_3526701	39.446	3526701	6	h16879	0.353353348
875	Chr06	06_4364374	40.971	4364374	6	h16946	0.394206448
876	Chr06	06_3926786	42.801	3926786	6	h16921	0.333663437
877	Chr06	06_4567813	44.298	4567813	6	h16967	0.240287754
878	Chr06	06_4630183	45.489	4630183	6	h16967	0.077882239
879	Chr06	06_5021126	49.27	5021126	6	h16983	0.061135566
880	Chr06	06_5045172	50.544	5045172	6	h16983	0.089242715
881	Chr06	06_6009861	56.588	6009861	6	h17075	0.108076424
882	Chr06	06_5951736	57.616	5951736	6	h17075	0.029634745
883	Chr06	06_5956193	59.25	5956193	6	h17075	0.030980732
884	Chr06	06_5808997	61.735	5808997	6	h17075	0.069752689
885	Chr06	06_6036888	64.574	6036888	6	h17075	0.088778003
886	Chr06	06_6069381	64.908	6069381	6	h17075	0.04889842
887	Chr06	06_6069030	65.593	6069030	6	h17075	0.060454788
888	Chr06	06_6281531	67.358	6281531	6	h17087	0.25034276
889	Chr06	06_7022713	69.307	7022713	6	h17158	0.191249521
890	Chr06	06_7025567	70.598	7025567	6	h17166	0.044979126
891	Chr06	06_6854547	72.547	6854547	6	h17155	0.246321698
892	Chr06	06_6990592	72.883	6990592	6	h17158	0.385673517
893	Chr06	06_6532528	74.133	6532528	6	h17110	0.319512554
894	Chr06	06_7537508	77.82	7537508	6	h17191	0.141099027
895	Chr06	06_7529058	78.698	7529058	6	h17191	0.063357706
896	Chr06	06_7738183	80.484	7738183	6	h17191	0.112696022
897	Chr06	06_8044241	83.31	8044241	6	h17191	0.062339776
898	Chr06	06_8061062	84.337	8061062	6	h17321	0.047723887
899	Chr06	06_9247097	99.337	9247097	6	h17322	0.213646093
900	Chr06	06_9808781	100.95	9808781	6	h17403	0.174111891
901	Chr06	06_9808782	102.627	9808782	6	h17403	0.191877636
902	Chr06	06_10157615	103.536	10157615	6	h17403	0.213673646
903	Chr06	06_10090308	105.08	10090308	6	h17403	0.227634352
904	Chr06	06_9711566	106	9711566	6	h17403	0.205849788
905	Chr06	06_9711580	106.596	9711580	6	h17403	0.164709797
906	Chr06	06_9610126	106.904	9610126	6	h17403	0.34621828
907	Chr06	06_10247262	108.659	10247262	6	h17403	0.399464485
908	Chr06	06_10634331	109.547	10634331	6	h17404	0.255252032
909	Chr06	06_10565237	110.473	10565237	6	h17404	0.089874033
910	Chr06	06_10385145	112.186	10385145	6	h17404	0.173528795
911	Chr06	06_10869479	114.188	10869479	6	h17487	0.137548944
912	Chr06	06_10900960	115.137	10900960	6	h17487	0.019358638
913	Chr06	06_10908068	116.419	10908068	6	h17487	0.025672548
914	Chr06	06_11037867	119.253	11037867	6	h17487	0.181803737
915	Chr06	06_11567651	120.92	11567651	6	h17495	0.158992677
916	Chr06	06_11567764	121.553	11567764	6	h17495	0.065085179
917	Chr06	06_11376546	123.024	11376546	6	h17495	0.123825708
918	Chr06	06_11182996	124.669	11182996	6	h17487	0.203787679
919	Chr06	06_11647731	126.272	11647731	6	h17566	0.232017712
920	Chr06	06_11899508	127.718	11899508	6	h17568	0.355438199
921	Chr06	06_11740628	128.014	11740628	6	h17566	0.269919555
922	Chr06	06_11744296	129.204	11744296	6	h17566	0.080492961
923	Chr06	06_12160214	131.838	12160214	6	h17616	0.122182773
924	Chr06	06_11963513	134.113	11963513	6	h17568	0.12530335
925	Chr06	06_12240261	135.799	12240261	6	h17616	0.092980665
926	Chr06	06_12265481	136.955	12265481	6	h17617	0.142045276
927	Chr06	06_12501003	137.853	12501003	6	h17632	0.135934362
928	Chr06	06_12495486	138.428	12495486	6	h17632	0.015172479
929	Chr06	06_12465834	139.857	12465834	6	h17632	0.054624948
930	Chr06	06_12624868	141.654	12624868	6	h17632	0.182251511
931	Chr06	06_12792126	142.26	12792126	6	h17632	0.219822656
932	Chr06	06_12847437	142.598	12847437	6	h17632	0.082238294
933	Chr06	06_12847997	143.269	12847997	6	h17632	0.003510906
934	Chr06	06_12840628	144.46	12840628	6	h17632	0.117189841
935	Chr06	06_12647349	145.307	12647349	6	h17632	0.264756307
936	Chr06	06_13143322	146.953	13143322	6	h17824	0.258042073
937	Chr06	06_13212476	147.275	13212476	6	h17824	0.122649815
938	Chr06	06_13286128	149.687	13286128	6	h17824	0.015306289
939	Chr06	06_13286106	149.973	13286106	6	h17824	0.025551923
940	Chr06	06_13496490	154.096	13496490	6	h17824	0.082379585
941	Chr06	06_13419607	154.772	13419607	6	h17824	0.114421547
942	Chr06	06_13756076	157.695	13756076	6	h17840	0.088743692
943	Chr06	06_13948570	160.781	13948570	6	h17840	0.074666781
944	Chr06	06_14144832	163.038	14144832	6	h17935	0.078552321
945	Chr06	06_14321604	165.558	14321604	6	h17951	0.093659954
946	Chr06	06_14679331	168.611	14679331	6	h18021	0.074204622
947	Chr06	06_14715847	169.78	14715847	6	h18021	0.018651643
948	Chr06	06_14723072	170.971	14723072	6	h18021	0.021061405
949	Chr06	06_14712219	171.272	14712219	6	h18021	0.091977951
950	Chr06	06_14532817	172.485	14532817	6	h17997	0.084454993
951	Chr06	06_14514916	173.337	14514916	6	h17997	0.012415246
952	Chr06	06_14518098	174.17	14518098	6	h17997	0.05084682
953	Chr06	06_14745948	176.498	14745948	6	h18021	0.062293771
954	Chr06	06_14712342	177.756	14712342	6	h18021	0.051545016
955	Chr06	06_14871510	179.84	14871510	6	h18055	0.049786581
956	Chr06	06_14917324	181.815	14917324	6	h18055	0.045307057
957	Chr06	06_15125643	184.905	15125643	6	h18055	0.034962577
958	Chr06	06_15130501	186.842	15130501	6	h18055	0.036556478
959	Chr06	06_15358555	190.072	15358555	6	h18122	0.113899545
960	Chr06	06_15642762	191.88	15642762	6	h18123	0.108986062
961	Chr06	06_16062981	198.794	16062981	6	h18198	0.049504297
962	Chr06	06_16135428	200.689	16135428	6	h18225	0.031672534
963	Chr06	06_16192915	202.978	16192915	6	h18248	0.079158079
964	Chr06	06_16506605	205.333	16506605	6	h18270	0.066653388
965	Chr06	06_16506516	206.18	16506516	6	h18270	0.06279105
966	Chr06	06_16678545	207.551	16678545	6	h18356	0.179916758
967	Chr06	06_17707370	211.941	17707370	6	h18619	0.339642275
968	Chr06	06_18449510	213.609	18449510	6	h18656	0.418899635
969	Chr06	06_18864382	214.665	18864382	6	h18672	0.365581664
970	Chr06	06_17830223	217.722	17830223	6	h18619	0.312627554
971	Chr06	06_18597849	220.397	18597849	6	h18669	0.521104598
972	Chr06	06_19742047	221.912	19742047	6	h18693	0.377712733
973	Chr06	06_19742149	222.481	19742149	6	h18693	0.309961914
974	Chr06	06_20312314	223.401	20312314	6	h18727	0.764946265
975	Chr06	06_19395795	224.408	19395795	6	h18693	1.140741857
976	Chr06	06_21098994	225.65	21098994	6	h18747	0.685789353
977	Chr06	06_21099132	226.218	21099132	6	h18747	0.00015036
978	Chr06	06_21099116	226.495	21099116	6	h18747	0.078642116
979	Chr06	06_21045659	226.835	21045659	6	h18747	1.113445897
980	Chr06	06_23612044	228.075	23612044	6	h18835	6.054238026
981	Chr06	06_30348086	228.746	30348086	6	h18957	7.888330144
982	Chr06	06_33589971	229.311	33589971	6	h18993	3.549449043
983	Chr06	06_34515484	229.991	34515484	6	h19070	1.030986018
984	Chr06	06_32884435	232.318	32884435	6	h18993	3.250660383
985	Chr06	06_37118725	233.048	37118725	6	h19108	3.019899629
986	Chr06	06_36926964	233.849	36926964	6	h19071	0.134788744
987	Chr06	06_36977689	235.53	36977689	6	h19071	1.456970193
988	Chr06	06_28894496	238.333	28894496	6	h18935	3.279591756
989	Chr06	06_21984709	240.213	21984709	6	h18784	7.293577788
990	Chr06	06_36835583	241.574	36835583	6	h19071	6.736630979
991	Chr06	06_35913434	241.934	35913434	6	h19070	2.33811569
992	Chr06	06_39658579	243.705	39658579	6	h19165	1.365122627
993	Chr06	06_39888175	244.078	39888175	6	h19166	0.455931328
994	Chr06	06_39784758	244.427	39784758	6	h19166	1.361838974
995	Chr06	06_41415940	245.099	41415940	6	h19187	1.227693289
996	Chr06	06_41445346	246.148	41445346	6	h19187	0.79931138
997	Chr06	06_39915591	247.122	39915591	6	h19166	1.163438124
998	Chr06	06_41090103	248.675	41090103	6	h19187	0.598889173
999	Chr06	06_41236237	249.006	41236237	6	h19187	0.34058338
1000	Chr06	06_41706478	250.968	41706478	6	h19187	0.11985635
1001	Chr06	06_41706518	252.01	41706518	6	h19187	0.002038224
1002	Chr06	06_41697606	254.217	41697606	6	h19187	0.025412641
1003	Chr06	06_41236284	264.077	41236284	6	h19187	0.112970852
1004	Chr06	06_41366171	264.802	41366171	6	h19187	0.292550035
1005	Chr06	06_41090128	265.482	41090128	6	h19187	0.260438434
1006	Chr06	06_41235631	266.748	41235631	6	h19187	0.546826951
1007	Chr06	06_39743079	268.273	39743079	6	h19166	0.498427246
1008	Chr06	06_39731529	268.91	39731529	6	h19166	0.24110624
1009	Chr06	06_40186328	269.89	40186328	6	h19179	0.894852548
1010	Chr06	06_42113786	271.344	42113786	6	h19187	1.48872349
1011	Chr06	06_43053673	271.913	43053673	6	h19280	2.128540935
1012	Chr06	06_43887356	272.233	43887356	6	h19280	1.302637884
1013	Chr06	06_43887351	272.538	43887351	6	h19280	0.513577797
1014	Chr06	06_43245389	273.163	43245389	6	h19280	1.332455813
1015	Chr06	06_42259450	273.765	42259450	6	h19280	1.170162037
1016	Chr06	06_42898772	274.675	42898772	6	h19280	0.618358583
1017	Chr06	06_43053680	274.965	43053680	6	h19280	0.686832384
1018	Chr06	06_43613626	275.632	43613626	6	h19280	0.550993708
1019	Chr06	06_43702347	275.97	43702347	6	h19280	0.324704535
1020	Chr06	06_43565377	276.324	43565377	6	h19280	0.256612825
1021	Chr06	06_43413685	277.525	43413685	6	h19280	0.621113853
1022	Chr06	06_42674944	278.187	42674944	6	h19280	1.172995811
1023	Chr06	06_44484375	279.658	44484375	6	h19315	0.626158372
1024	Chr06	06_44525000	281.484	44525000	6	h19316	0.011172571
1025	Chr06	06_44525033	281.824	44525033	6	h19316	0.049076751
1026	Chr06	06_45200838	288.716	45200838	6	h19351	0.097916053
1027	Chr06	06_45344666	290.187	45344666	6	h19351	0.048929091
1028	Chr06	06_45344497	292.235	45344497	6	h19351	0.255701402
1029	Chr06	06_45200816	292.516	45200816	6	h19351	0.398550773
1030	Chr06	06_45938989	295.099	45938989	6	h19353	0.168784852
1031	Chr06	06_45886113	296.12	45886113	6	h19353	0.037092275
1032	Chr06	06_45921790	297.713	45921790	6	h19353	0.103516659
1033	Chr06	06_45802699	298.358	45802699	6	h19351	0.477822842
1034	Chr06	06_46075636	298.712	46075636	6	h19353	0.852659885
1035	Chr06	06_45736481	299.075	45736481	6	h19351	0.730760781
1036	Chr06	06_46270545	300.088	46270545	6	h19374	0.462455812
1037	Chr06	06_47325249	302.74	47325249	6	h19487	0.278124208
1038	Chr06	06_47433061	303.42	47433061	6	h19556	0.09946834
1039	Chr06	06_47478984	304.557	47478984	6	h19556	0.081534041
1040	Chr06	06_47596878	305.518	47596878	6	h19557	0.067285921
1041	Chr06	06_47593643	305.79	47593643	6	h19557	0.130318264
1042	Chr06	06_48038147	307.577	48038147	6	h19676	0.254599358
1043	Chr06	06_47853484	308.286	47853484	6	h19658	0.145442698
1044	Chr06	06_47898581	309.768	47898581	6	h19658	0.055864761
1045	Chr06	06_47710047	312.087	47710047	6	h19557	0.044150349
1046	Chr06	06_47696038	314.088	47696038	6	h19557	0.0746426
1047	Chr06	06_49830301	329.088	49830301	6	h19958	0.114151496
1048	Chr06	06_49445797	333.558	49445797	6	h19957	0.074110934
1049	Chr06	06_49425581	333.883	49425581	6	h19957	0.091157465
1050	Chr06	06_49191483	335.832	49191483	6	h19957	0.1228133
1051	Chr06	06_48965933	337.629	48965933	6	h19769	0.111765421
1052	Chr06	06_48874582	338.561	48874582	6	h19769	0.079711605
1053	Chr06	06_49054075	341.484	49054075	6	h19769	0.09708792
1054	Chr06	06_49417463	344.221	49417463	6	h19957	0.094093019
1055	Chr06	06_50032041	355.311	50032041	6	h19981	0.051857889
1056	Chr06	06_50167325	358.112	50167325	6	h19981	0.024161039
1057	Chr06	06_50167305	358.959	50167305	6	h19981	0.054759331
1058	Chr06	06_50266836	359.868	50266836	6	h20045	0.124354424
1059	Chr06	06_50573524	362.071	50573524	6	h20046	0.086122012
1060	Chr06	06_50676248	365.181	50676248	6	h20046	0.053336073
1061	Chr06	06_50794296	366.784	50794296	6	h20143	0.039118842
1062	Chr06	06_50788657	368.011	50788657	6	h20143	0.00459943
1063	Chr06	06_50794305	369.238	50794305	6	h20143	0.023350625
1064	Chr06	06_50990314	373.894	50990314	6	h20143	0.050986177
1065	Chr06	06_51046476	374.832	51046476	6	h20143	0.102396224
1066	Chr06	06_50947207	375.517	50947207	6	h20143	0.081449559
1067	Chr06	06_50974466	377.033	50974466	6	h20143	0.009041998
1068	Chr06	06_50974499	377.353	50974499	6	h20143	0.0339686
1069	Chr06	06_50867796	378.926	50867796	6	h20143	0.100300553
1071	Chr07	07_558916	0	558916	7	h20328	0.258424391
1072	Chr07	07_295820	0.685	295820	7	h20241	0.22573462
1073	Chr07	07_223648	1.756	223648	7	h20240	0.104696822
1074	Chr07	07_662021	4.843	662021	7	h20328	0.091565262
1075	Chr07	07_613083	6.033	613083	7	h20328	0.131347259
1076	Chr07	07_1107406	8.264	1107406	7	h20439	0.163650441
1077	Chr07	07_2693367	23.264	2693367	7	h20579	0.065960675
1078	Chr07	07_2738022	24.969	2738022	7	h20580	0.038274102
1079	Chr07	07_2576777	28.171	2576777	7	h20544	0.069515135
1080	Chr07	07_2788084	30.554	2788084	7	h20580	0.099236518
1081	Chr07	07_3036123	32.813	3036123	7	h20679	0.059754964
1082	Chr07	07_3048192	34.056	3048192	7	h20679	0.076893248
1083	Chr07	07_3589489	37.813	3589489	7	h20737	0.374889813
1084	Chr07	07_3410201	38.109	3410201	7	h20708	0.392132328
1085	Chr07	07_3838214	40.506	3838214	7	h20742	0.135416916
1086	Chr07	07_3917291	41.363	3917291	7	h20742	0.113308173
1087	Chr07	07_3724238	42.8	3724238	7	h20742	0.135835718
1088	Chr07	07_3839318	43.638	3839318	7	h20742	0.115397977
1089	Chr07	07_4000552	45.363	4000552	7	h20812	0.047946811
1090	Chr07	07_3995887	47.287	3995887	7	h20812	0.047756889
1091	Chr07	07_4273665	50.271	4273665	7	h20812	0.07526923
1092	Chr07	07_4429525	52.984	4429525	7	h20828	0.035710248
1093	Chr07	07_4480422	56.627	4480422	7	h20828	0.02340466
1094	Chr07	07_4527085	58.048	4527085	7	h20839	0.019770716
1095	Chr07	07_4517506	59.477	4517506	7	h20839	0.110499436
1096	Chr07	07_5085175	62.126	5085175	7	h20882	0.107158468
1097	Chr07	07_5085157	62.969	5085157	7	h20882	0.004106168
1098	Chr07	07_5078252	63.812	5078252	7	h20882	0.016991184
1099	Chr07	07_5101000	64.694	5101000	7	h20882	0.075823527
1100	Chr07	07_5381784	66.925	5381784	7	h20937	0.070114065
1101	Chr07	07_5403702	68.45	5403702	7	h20937	0.036847209
1102	Chr07	07_5471507	69.593	5471507	7	h20937	0.058149737
1103	Chr07	07_5770525	74.841	5770525	7	h21043	0.028490192
1104	Chr07	07_5770541	80.42	5770541	7	h21043	0.083374957
1105	Chr07	07_6363160	83.974	6363160	7	h21119	0.384531057
1106	Chr07	07_6187284	84.266	6187284	7	h21043	0.903303249
1107	Chr07	07_5765782	84.616	5765782	7	h21043	0.842768903
1108	Chr07	07_6263872	85.651	6263872	7	h21119	0.326322013
1109	Chr07	07_6613866	87.693	6613866	7	h21138	0.184382981
1110	Chr07	07_7097221	90.142	7097221	7	h21214	0.098726588
1111	Chr07	07_7097110	91.45	7097110	7	h21214	0.018844982
1112	Chr07	07_7133963	92.43	7133963	7	h21214	0.084067189
1113	Chr07	07_7359126	94.155	7359126	7	h21231	0.114945618
1114	Chr07	07_7531519	95.89	7531519	7	h21231	0.076705739
1115	Chr07	07_7610107	97.344	7610107	7	h21231	0.046092235
1116	Chr07	07_7531549	99.404	7531549	7	h21231	0.104564094
1117	Chr07	07_7885505	101.474	7885505	7	h21363	0.146763579
1118	Chr07	07_8385811	105.557	8385811	7	h21459	0.19140302
1119	Chr07	07_9162463	108.541	9162463	7	h21576	0.250985673
1120	Chr07	07_8724504	110.353	8724504	7	h21502	0.233647406
1121	Chr07	07_9204797	112.482	9204797	7	h21658	0.172052763
1122	Chr07	07_9443239	114.494	9443239	7	h21659	0.09045051
1123	Chr07	07_9552361	116.243	9552361	7	h21717	0.032066565
1124	Chr07	07_9551868	116.526	9551868	7	h21717	0.001037925
1125	Chr07	07_9552345	117.955	9552345	7	h21717	0.059708663
1126	Chr07	07_9449695	118.817	9449695	7	h21659	0.064933809
1127	Chr07	07_9442103	119.521	9442103	7	h21659	0.102052953
1128	Chr07	07_9906462	121.923	9906462	7	h21717	0.100459287
1129	Chr07	07_9914431	122.972	9914431	7	h21717	0.003803057
1130	Chr07	07_9914440	123.934	9914440	7	h21717	0.000138135
1131	Chr07	07_9914728	125.013	9914728	7	h21717	0.153237007
1132	Chr07	07_10121724	125.689	10121724	7	h21820	0.215330312
1133	Chr07	07_10586309	129.422	10586309	7	h21859	0.09834923
1134	Chr07	07_10739685	131.545	10739685	7	h21860	0.101057206
1135	Chr07	07_10930723	133.016	10930723	7	h21860	0.896941178
1136	Chr07	07_12739505	134.103	12739505	7	h22125	0.839047018
1137	Chr07	07_12754600	135.175	12754600	7	h22125	0.302299155
1138	Chr07	07_12289863	135.962	12289863	7	h22117	0.534801552
1139	Chr07	07_12869557	137.172	12869557	7	h22125	1.010682653
1140	Chr07	07_11240910	138.228	11240910	7	h22044	1.706977528
1141	Chr07	07_13382107	139.372	13382107	7	h22233	1.201014122
1142	Chr07	07_13934204	140.413	13934204	7	h22233	1.274401399
1143	Chr07	07_10728905	142.001	10728905	7	h21860	2.217115166
1144	Chr07	07_14925115	143.738	14925115	7	h22414	1.207934016
1145	Chr07	07_14925215	144.875	14925215	7	h22414	0.338240278
1146	Chr07	07_14156833	146.011	14156833	7	h22233	0.364146609
1147	Chr07	07_14088947	147.319	14088947	7	h22233	0.433114966
1148	Chr07	07_15036012	148.482	15036012	7	h22414	0.434771153
1149	Chr07	07_15190774	151.285	15190774	7	h22414	0.075700599
1150	Chr07	07_15469816	154.186	15469816	7	h22456	0.049223589
1151	Chr07	07_15467234	155.329	15467234	7	h22456	0.065218193
1152	Chr07	07_15578492	156.197	15578492	7	h22456	0.126969834
1153	Chr07	07_15491213	156.891	15491213	7	h22456	0.076876838
1154	Chr07	07_15481416	157.241	15481416	7	h22456	0.029719317
1155	Chr07	07_15491542	157.563	15491542	7	h22456	0.015894345
1156	Chr07	07_15491151	158.708	15491151	7	h22456	0.070635968
1157	Chr07	07_15641101	159.772	15641101	7	h22517	0.079274854
1158	Chr07	07_15665257	161.143	15665257	7	h22517	0.0345759
1159	Chr07	07_15769765	163.171	15769765	7	h22517	0.107217068
1160	Chr07	07_16168711	165.62	16168711	7	h22604	0.084267549
1161	Chr07	07_16178564	167.369	16178564	7	h22604	0.020606649
1162	Chr07	07_16123273	168.923	16123273	7	h22517	0.017846697
1163	Chr07	07_16123344	169.548	16123344	7	h22517	0.005429759
1164	Chr07	07_16133875	170.528	16133875	7	h22517	0.086047731
1165	Chr07	07_16399295	172.173	16399295	7	h22604	0.116226553
1166	Chr07	07_16507088	173.689	16507088	7	h22604	0.05318092
1167	Chr07	07_16432552	175.803	16432552	7	h22604	0.070414393
1168	Chr07	07_16596503	177.356	16596503	7	h22605	0.186115021
1169	Chr07	07_17718073	181.562	17718073	7	h22735	0.13343817
1170	Chr07	07_17718202	182.157	17718202	7	h22735	0.034326316
1171	Chr07	07_17937881	185.367	17937881	7	h22747	0.04673818
1172	Chr07	07_17995950	187.686	17995950	7	h22747	0.102196287
1173	Chr07	07_18369899	189.771	18369899	7	h22772	0.278028649
1174	Chr07	07_19437105	192.604	19437105	7	h22806	0.193848472
1175	Chr07	07_19426531	193.566	19426531	7	h22806	0.164428144
1176	Chr07	07_18933523	195.117	18933523	7	h22798	0.421362597
1177	Chr07	07_19129296	195.49	19129296	7	h22805	0.454623446
1178	Chr07	07_19269597	195.855	19269597	7	h22806	0.697403606
1179	Chr07	07_20023371	196.601	20023371	7	h22846	0.762352743
1180	Chr07	07_19636629	197.353	19636629	7	h22806	0.445759231
1181	Chr07	07_19273730	198.315	19273730	7	h22806	0.69563983
1182	Chr07	07_20868824	199.888	20868824	7	h22875	0.89781331
1183	Chr07	07_19873090	201.162	19873090	7	h22846	0.749700635
1184	Chr07	07_20280812	201.73	20280812	7	h22846	2.400386001
1185	Chr07	07_28038420	203.63	28038420	7	h22932	4.938390845
1186	Chr07	07_23843687	204.354	23843687	7	h22932	5.980223239
1187	Chr07	07_21432540	204.745	21432540	7	h22876	6.326598289
1188	Chr07	07_25759089	205.412	25759089	7	h22932	4.55510235
1189	Chr07	07_28330241	206.392	28330241	7	h22932	1.312285162
1190	Chr07	07_28329560	207.112	28329560	7	h22932	1.382936965
1191	Chr07	07_26253099	207.863	26253099	7	h22932	1.483039621
1192	Chr07	07_26551205	209.345	26551205	7	h22932	3.174082067
1193	Chr07	07_21818005	210.115	21818005	7	h22876	7.647771358
1194	Chr07	07_28587917	210.855	28587917	7	h22932	7.951426941
1195	Chr07	07_34963999	211.799	34963999	7	h23166	3.444549952
1196	Chr07	07_35089610	212.731	35089610	7	h23166	0.891983697
1197	Chr07	07_33945071	213.425	33945071	7	h23165	2.74999933
1198	Chr07	07_31091623	214.166	31091623	7	h23165	2.067928884
1199	Chr07	07_31490409	215.565	31490409	7	h23165	0.315143144
1200	Chr07	07_31824597	216.533	31824597	7	h23165	0.523806218
1201	Chr07	07_32517843	217.52	32517843	7	h23165	0.599815669
1202	Chr07	07_33022059	218.534	33022059	7	h23165	0.309677219
1203	Chr07	07_32843793	219.994	32843793	7	h23165	0.131772581
1204	Chr07	07_32953413	220.769	32953413	7	h23165	7.038913677
1205	Chr07	07_22779854	221.499	22779854	7	h22876	7.31899661
1206	Chr07	07_23250635	222.17	23250635	7	h22932	9.564690738
1207	Chr07	07_30234760	222.549	30234760	7	h23165	18.42777045
1208	Chr07	07_28329890	222.549	28329890	7	h22932	4.889719659
1209	Chr07	07_35219505	223.958	35219505	7	h23166	2.458977436
1210	Chr07	07_35260079	225.395	35260079	7	h23166	0.01769013
1211	Chr07	07_35266138	226.243	35266138	7	h23166	0.003583513
1212	Chr07	07_35266144	226.516	35266144	7	h23166	0.067212893
1213	Chr07	07_35541403	228.564	35541403	7	h23249	0.095745464
1214	Chr07	07_35663284	230.699	35663284	7	h23249	0.044107133
1215	Chr07	07_35712247	232.272	35712247	7	h23249	0.088114813
1216	Chr07	07_36115777	235.053	36115777	7	h23249	0.091768554
1217	Chr07	07_36276280	239.229	36276280	7	h23249	0.090720021
1218	Chr07	07_36857311	243.292	36857311	7	h23409	0.093675431
1219	Chr07	07_36741392	245.906	36741392	7	h23409	0.069537673
1220	Chr07	07_37151383	250.234	37151383	7	h23410	0.057600229
1221	Chr07	07_37193798	252.306	37193798	7	h23410	0.070427792
1222	Chr07	07_37442995	254.376	37442995	7	h23410	0.069152774
1223	Chr07	07_37478621	256.364	37478621	7	h23410	0.292888048
1224	Chr07	07_37840345	257.001	37840345	7	h23647	0.37331306
1225	Chr07	07_37579340	258.461	37579340	7	h23410	0.089609846
1226	Chr07	07_37579786	259.454	37579786	7	h23410	0.112254572
1227	Chr07	07_37837455	260.604	37837455	7	h23647	0.132639368
1228	Chr07	07_37933371	262.931	37933371	7	h23647	0.051547522
1229	Chr07	07_38110956	265.801	38110956	7	h23647	0.086791687
1230	Chr07	07_38592972	270.116	38592972	7	h23648	0.345494109
1231	Chr07	07_38774287	270.429	38774287	7	h23689	0.359335709
1232	Chr07	07_39055019	272.443	39055019	7	h23689	0.09083164
1233	Chr07	07_39135845	274.355	39135845	7	h23689	0.185218193
1234	Chr07	07_39567708	275.671	39567708	7	h23689	0.297895218
1235	Chr07	07_39810981	276.58	39810981	7	h23790	0.194683758
1236	Chr07	07_40139315	279.277	40139315	7	h23790	0.103353415
1237	Chr07	07_40452671	282.965	40452671	7	h23791	0.05663246
1238	Chr07	07_40549735	286.395	40549735	7	h23791	0.412001595
1239	Chr07	07_41611205	287.729	41611205	7	h23917	0.521232143
1240	Chr07	07_41310405	288.948	41310405	7	h23836	0.37572294
1241	Chr07	07_41611198	289.544	41611198	7	h23917	0.471892626
1242	Chr07	07_41212057	290.453	41212057	7	h23836	0.447962783
1243	Chr07	07_41762533	291.658	41762533	7	h23917	0.252674688
1244	Chr07	07_41918825	294.879	41918825	7	h23917	0.046084672
1245	Chr07	07_42048848	297.858	42048848	7	h23917	0.054041397
1246	Chr07	07_42209101	300.345	42209101	7	h23918	0.087467038
1247	Chr07	07_42587114	303.766	42587114	7	h23966	0.104719123
1248	Chr07	07_42902734	306.956	42902734	7	h23972	0.064934688
1249	Chr07	07_42981077	309.489	42981077	7	h23972	0.015551837
1250	Chr07	07_42980911	310.439	42980911	7	h23972	0.038295545
1251	Chr07	07_43082774	311.772	43082774	7	h23972	0.115108177
1252	Chr07	07_43132759	312.097	43132759	7	h23972	0.349629773
1253	Chr07	07_43301306	312.406	43301306	7	h24019	0.360850881
1254	Chr07	07_43505042	313.562	43505042	7	h24019	0.09394673
1255	Chr07	07_43498494	314.124	43498494	7	h24019	0.013269085
1256	Chr07	07_43522060	315.707	43522060	7	h24019	0.007478535
1257	Chr07	07_43522017	316.32	43522017	7	h24019	0.039099294
1258	Chr07	07_43598661	317.301	43598661	7	h24019	0.188372043
1259	Chr07	07_43862040	318.183	43862040	7	h24020	0.149464407
1260	Chr07	07_43861952	318.464	43861952	7	h24020	0.019359568
1261	Chr07	07_43930161	320.24	43930161	7	h24020	0.094307856
1262	Chr07	07_44263176	322.457	44263176	7	h24048	0.083595505
1263	Chr07	07_44251391	323.151	44251391	7	h24048	0.136934037
1264	Chr07	07_44594078	324.485	44594078	7	h24049	0.164448162
