num	chr	marker	cm	bp	group	h	K
484	Chr06	06_11726799	54.065	11726799	6	H	0.001
485	Chr06	06_11733097	54.646	11733097	6	H	0.001
486	Chr06	06_11944191	56.126	11944191	6	H	0.001
487	Chr06	06_11975393	56.701	11975393	6	H	0.001
488	Chr06	06_12170620	57.573	12170620	6	H	0.001
489	Chr06	06_12565515	59.359	12565515	6	H	0.001
490	Chr06	06_12453318	60.839	12453318	6	H	0.001
491	Chr06	06_12456801	64.527	12456801	6	H	0.001
492	Chr06	06_12843589	67.24	12843589	6	H	0.001
493	Chr06	06_12762412	67.526	12762412	6	H	0.001
494	Chr06	06_12971343	68.393	12971343	6	H	0.001
495	Chr06	06_12984798	68.681	12984798	6	H	0.001
496	Chr06	06_13026445	69.259	13026445	6	H	0.001
497	Chr06	06_13220273	69.546	13220273	6	H	0.001
498	Chr06	06_13234736	72.905	13234736	6	H	0.001
499	Chr06	06_13426658	74.074	13426658	6	H	0.001
500	Chr06	06_13499595	74.362	13499595	6	H	0.001
501	Chr06	06_13545432	75.234	13545432	6	H	0.001
502	Chr06	06_13656409	75.815	13656409	6	H	0.001
503	Chr06	06_13701479	76.104	13701479	6	H	0.001
504	Chr06	06_13847595	76.393	13847595	6	H	0.001
505	Chr06	06_14086464	78.18	14086464	6	H	0.001
506	Chr06	06_14148251	78.467	14148251	6	H	0.001
507	Chr06	06_15070719	85.041	15070719	6	H	0.001
508	Chr06	06_15078854	85.332	15078854	6	H	0.001
509	Chr06	06_15104021	85.622	15104021	6	H	0.001
510	Chr06	06_15222127	86.505	15222127	6	H	0.001
511	Chr06	06_15243517	87.093	15243517	6	H	0.001
512	Chr06	06_15265180	87.385	15265180	6	H	0.001
513	Chr06	06_15496031	87.678	15496031	6	H	0.001
514	Chr06	06_15609717	87.968	15609717	6	H	0.001
515	Chr06	06_15619812	88.259	15619812	6	H	0.001
516	Chr06	06_16184873	89.457	16184873	6	H	0.001
517	Chr06	06_16246724	89.746	16246724	6	H	0.001
518	Chr06	06_16558504	91.843	16558504	6	H	0.001
519	Chr06	06_16689251	92.132	16689251	6	H	0.001
520	Chr06	06_16706510	92.421	16706510	6	H	0.001
521	Chr06	06_16790675	92.71	16790675	6	H	0.001
522	Chr06	06_17239585	94.199	17239585	6	H	0.001
523	Chr06	06_17368485	94.78	17368485	6	H	0.001
524	Chr06	06_17429210	95.071	17429210	6	H	0.001
525	Chr06	06_17436477	95.362	17436477	6	H	0.001
526	Chr06	06_17453976	96.244	17453976	6	H	0.001
527	Chr06	06_17569692	96.829	17569692	6	H	0.001
528	Chr06	06_17920405	97.424	17920405	6	H	0.001
529	Chr06	06_19120623	98.019	19120623	6	H	0.001
530	Chr06	06_19176834	98.601	19176834	6	H	0.001
531	Chr06	06_19913355	98.89	19913355	6	H	0.001
532	Chr06	06_20916554	99.179	20916554	6	H	0.001
533	Chr06	06_20940014	99.468	20940014	6	H	0.001
534	Chr06	06_22598818	99.757	22598818	6	H	0.001
535	Chr06	06_39294410	100.367	39294410	6	H	0.001
536	Chr06	06_38820958	100.671	38820958	6	H	0.001
537	Chr06	06_39031748	101.256	39031748	6	H	0.001
538	Chr06	06_40054544	101.841	40054544	6	H	0.001
539	Chr06	06_41974977	102.134	41974977	6	H	0.001
540	Chr06	06_42122528	103.021	42122528	6	H	0.001
541	Chr06	06_43064582	104.818	43064582	6	H	0.001
542	Chr06	06_43885978	105.706	43885978	6	H	0.001
543	Chr06	06_44533520	106.594	44533520	6	H	0.001
544	Chr06	06_44621268	106.886	44621268	6	H	0.001
545	Chr06	06_45436808	112.134	45436808	6	H	0.001
546	Chr06	06_46888465	114.605	46888465	6	H	0.001
547	Chr06	06_47431886	115.493	47431886	6	H	0.001
548	Chr06	06_47468143	115.785	47468143	6	H	0.001
549	Chr06	06_47473722	116.076	47473722	6	H	0.001
550	Chr06	06_47569961	116.661	47569961	6	H	0.001
551	Chr06	06_47610879	116.95	47610879	6	H	0.001
552	Chr06	06_47827027	117.535	47827027	6	H	0.001
553	Chr06	06_48725006	123.523	48725006	6	H	0.001
554	Chr06	06_48863140	124.122	48863140	6	H	0.001
555	Chr06	06_49429943	127.951	49429943	6	H	0.001
556	Chr06	06_49490952	128.54	49490952	6	H	0.001
557	Chr06	06_49703264	130.326	49703264	6	H	0.001
558	Chr06	06_49870244	130.907	49870244	6	H	0.001
559	Chr06	06_49943517	131.195	49943517	6	H	0.001
560	Chr06	06_50161653	131.783	50161653	6	H	0.001
561	Chr06	06_50196244	132.076	50196244	6	H	0.001
562	Chr06	06_50323138	136.225	50323138	6	H	0.001
563	Chr06	06_50659838	137.123	50659838	6	H	0.001
564	Chr06	06_50683240	137.414	50683240	6	H	0.001
565	Chr06	06_50738369	137.705	50738369	6	H	0.001
566	Chr06	06_50818472	137.996	50818472	6	H	0.001
567	Chr06	06_50892337	138.58	50892337	6	H	0.001
568	Chr06	06_50985991	138.873	50985991	6	H	0.001
569	Chr06	06_51065535	139.167	51065535	6	H	0.001
570	Chr06	06_51075973	139.461	51075973	6	H	0.001
571	Chr10	10_223363	0	223363	10	H	0.001
572	Chr10	10_401196	4.123	401196	10	H	0.001
573	Chr10	10_616501	5.011	616501	10	H	0.001
574	Chr10	10_706087	5.303	706087	10	H	0.001
575	Chr10	10_828695	5.885	828695	10	H	0.001
576	Chr10	10_964301	6.174	964301	10	H	0.001
577	Chr10	10_976812	6.755	976812	10	H	0.001
578	Chr10	10_1022198	7.044	1022198	10	H	0.001
579	Chr10	10_1036416	7.333	1036416	10	H	0.001
580	Chr10	10_1263795	8.216	1263795	10	H	0.001
581	Chr10	10_1402041	9.407	1402041	10	H	0.001
582	Chr10	10_1698451	12.575	1698451	10	H	0.001
583	Chr10	10_2490576	18.002	2490576	10	H	0.001
584	Chr10	10_3193723	20.52	3193723	10	H	0.001
585	Chr10	10_3502633	23.038	3502633	10	H	0.001
586	Chr10	10_3932825	28.806	3932825	10	H	0.001
587	Chr10	10_4110889	30.942	4110889	10	H	0.001
588	Chr10	10_5073460	37.787	5073460	10	H	0.001
589	Chr10	10_5351744	39.331	5351744	10	H	0.001
590	Chr10	10_5358542	39.627	5358542	10	H	0.001
591	Chr10	10_6121755	45.188	6121755	10	H	0.001
592	Chr10	10_7741398	50.205	7741398	10	H	0.001
593	Chr10	10_7019419	51.137	7019419	10	H	0.001
594	Chr10	10_7845454	52.069	7845454	10	H	0.001
595	Chr10	10_37165139	54.938	37165139	10	H	0.001
596	Chr10	10_38550767	59.888	38550767	10	H	0.001
597	Chr10	10_38682405	60.792	38682405	10	H	0.001
598	Chr10	10_38639954	61.086	38639954	10	H	0.001
599	Chr10	10_38789193	62.593	38789193	10	H	0.001
600	Chr10	10_39250548	62.883	39250548	10	H	0.001
601	Chr10	10_39482671	64.372	39482671	10	H	0.001
602	Chr10	10_39543852	65.549	39543852	10	H	0.001
603	Chr10	10_39328836	65.839	39328836	10	H	0.001
604	Chr10	10_39666999	67.023	39666999	10	H	0.001
605	Chr10	10_39716038	67.312	39716038	10	H	0.001
606	Chr10	10_39747348	67.893	39747348	10	H	0.001
607	Chr10	10_39910286	68.776	39910286	10	H	0.001
608	Chr10	10_40070767	69.364	40070767	10	H	0.001
609	Chr10	10_40057951	69.655	40057951	10	H	0.001
610	Chr10	10_40109495	70.24	40109495	10	H	0.001
611	Chr10	10_40151553	70.835	40151553	10	H	0.001
612	Chr10	10_40131818	71.131	40131818	10	H	0.001
613	Chr10	10_40375896	72.029	40375896	10	H	0.001
614	Chr10	10_40383200	72.325	40383200	10	H	0.001
615	Chr10	10_40500934	73.223	40500934	10	H	0.001
616	Chr10	10_40546498	73.519	40546498	10	H	0.001
617	Chr10	10_40598285	74.417	40598285	10	H	0.001
618	Chr10	10_40636624	75.016	40636624	10	H	0.001
619	Chr10	10_40840570	75.619	40840570	10	H	0.001
620	Chr10	10_41579041	78.169	41579041	10	H	0.001
621	Chr10	10_41647416	79.411	41647416	10	H	0.001
622	Chr10	10_42844054	85.18	42844054	10	H	0.001
623	Chr10	10_43266456	85.771	43266456	10	H	0.001
624	Chr10	10_43479482	89.601	43479482	10	H	0.001
625	Chr10	10_44276339	94.919	44276339	10	H	0.001
626	Chr10	10_44456487	96.138	44456487	10	H	0.001
627	Chr10	10_44474753	96.438	44474753	10	H	0.001
628	Chr10	10_45250482	98.972	45250482	10	H	0.001
629	Chr10	10_45546527	100.184	45546527	10	H	0.001
630	Chr10	10_46706603	106.728	46706603	10	H	0.001
631	Chr10	10_47466431	109.246	47466431	10	H	0.001
632	Chr10	10_47973605	110.761	47973605	10	H	0.001
633	Chr10	10_47998743	111.346	47998743	10	H	0.001
634	Chr10	10_48197057	111.637	48197057	10	H	0.001
635	Chr10	10_48370461	111.926	48370461	10	H	0.001
636	Chr10	10_48435065	112.215	48435065	10	H	0.001
637	Chr10	10_48560007	112.504	48560007	10	H	0.001
638	Chr10	10_48688583	113.085	48688583	10	H	0.001
639	Chr10	10_48886805	114.276	48886805	10	H	0.001
640	Chr10	10_48922332	114.568	48922332	10	H	0.001
641	Chr10	10_48962855	115.157	48962855	10	H	0.001
642	Chr10	10_49110777	115.451	49110777	10	H	0.001
643	Chr10	10_49366501	116.355	49366501	10	H	0.001
644	Chr10	10_49477331	116.946	49477331	10	H	0.001
645	Chr10	10_49529425	117.24	49529425	10	H	0.001
646	Chr10	10_49922898	118.775	49922898	10	H	0.001
647	Chr10	10_50005951	119.072	50005951	10	H	0.001
648	Chr10	10_50160203	119.981	50160203	10	H	0.001
649	Chr10	10_50592953	121.893	50592953	10	H	0.001
650	Chr10	10_50883639	123.476	50883639	10	H	0.001
651	Chr07	07_144508	0	144508	7	H	0.001
652	Chr07	07_198287	0.588	198287	7	H	0.001
653	Chr07	07_313803	0.882	313803	7	H	0.001
654	Chr07	07_444904	2.389	444904	7	H	0.001
655	Chr07	07_680033	3.877	680033	7	H	0.001
656	Chr07	07_860019	4.168	860019	7	H	0.001
657	Chr07	07_1121927	4.753	1121927	7	H	0.001
658	Chr07	07_1628847	11.436	1628847	7	H	0.001
659	Chr07	07_2322645	15.499	2322645	7	H	0.001
660	Chr07	07_2437595	16.392	2437595	7	H	0.001
661	Chr07	07_2521516	17.279	2521516	7	H	0.001
662	Chr07	07_2574461	18.777	2574461	7	H	0.001
663	Chr07	07_2600156	19.069	2600156	7	H	0.001
664	Chr07	07_2612472	19.657	2612472	7	H	0.001
665	Chr07	07_2666285	19.95	2666285	7	H	0.001
666	Chr07	07_2984846	20.531	2984846	7	H	0.001
667	Chr07	07_3104282	21.113	3104282	7	H	0.001
668	Chr07	07_3303960	22.296	3303960	7	H	0.001
669	Chr07	07_3315931	22.587	3315931	7	H	0.001
670	Chr07	07_3895518	25.677	3895518	7	H	0.001
671	Chr07	07_3981112	26.259	3981112	7	H	0.001
672	Chr07	07_4623018	28.685	4623018	7	H	0.001
673	Chr07	07_6108248	33.831	6108248	7	H	0.001
674	Chr07	07_5938285	34.423	5938285	7	H	0.001
675	Chr07	07_5520466	34.717	5520466	7	H	0.001
676	Chr07	07_7031068	42.551	7031068	7	H	0.001
677	Chr07	07_7185187	43.428	7185187	7	H	0.001
678	Chr07	07_7433625	44.305	7433625	7	H	0.001
679	Chr07	07_7587430	44.596	7587430	7	H	0.001
680	Chr07	07_7636715	45.181	7636715	7	H	0.001
681	Chr07	07_7705501	45.472	7705501	7	H	0.001
682	Chr07	07_7795855	46.349	7795855	7	H	0.001
683	Chr07	07_7989492	47.829	7989492	7	H	0.001
684	Chr07	07_8031713	48.118	8031713	7	H	0.001
685	Chr07	07_8215952	49.597	8215952	7	H	0.001
686	Chr07	07_8492391	50.795	8492391	7	H	0.001
687	Chr07	07_8583733	51.088	8583733	7	H	0.001
688	Chr07	07_8787553	51.672	8787553	7	H	0.001
689	Chr07	07_8876445	51.961	8876445	7	H	0.001
690	Chr07	07_8883501	52.25	8883501	7	H	0.001
691	Chr07	07_8967959	52.539	8967959	7	H	0.001
692	Chr07	07_9222627	53.417	9222627	7	H	0.001
693	Chr07	07_9103979	53.706	9103979	7	H	0.001
694	Chr07	07_9652403	55.803	9652403	7	H	0.001
695	Chr07	07_10054874	56.979	10054874	7	H	0.001
696	Chr07	07_10414563	57.575	10414563	7	H	0.001
697	Chr07	07_15343736	68.241	15343736	7	H	0.001
698	Chr07	07_15363902	68.538	15363902	7	H	0.001
699	Chr07	07_15392901	68.836	15392901	7	H	0.001
700	Chr07	07_15439118	69.435	15439118	7	H	0.001
701	Chr07	07_15463504	70.037	15463504	7	H	0.001
702	Chr07	07_15836034	77.629	15836034	7	H	0.001
703	Chr07	07_16244037	81.701	16244037	7	H	0.001
704	Chr07	07_16486076	81.992	16486076	7	H	0.001
705	Chr07	07_16641225	82.281	16641225	7	H	0.001
706	Chr07	07_16683993	82.57	16683993	7	H	0.001
707	Chr07	07_16708804	82.859	16708804	7	H	0.001
708	Chr07	07_17094997	84.656	17094997	7	H	0.001
709	Chr07	07_17449401	84.947	17449401	7	H	0.001
710	Chr07	07_18264628	86.444	18264628	7	H	0.001
711	Chr07	07_18301579	87.029	18301579	7	H	0.001
712	Chr07	07_19017836	87.617	19017836	7	H	0.001
713	Chr07	07_20679208	87.911	20679208	7	H	0.001
714	Chr07	07_27709568	88.204	27709568	7	H	0.001
715	Chr07	07_29491282	88.498	29491282	7	H	0.001
716	Chr07	07_31263344	88.792	31263344	7	H	0.001
717	Chr07	07_35334874	90.012	35334874	7	H	0.001
718	Chr07	07_35411154	91.536	35411154	7	H	0.001
719	Chr07	07_35782527	93.712	35782527	7	H	0.001
720	Chr07	07_36170156	95.887	36170156	7	H	0.001
721	Chr07	07_36439830	96.479	36439830	7	H	0.001
722	Chr07	07_36745679	98.614	36745679	7	H	0.001
723	Chr07	07_36936795	98.903	36936795	7	H	0.001
724	Chr07	07_37166523	100.69	37166523	7	H	0.001
725	Chr07	07_38249041	106.561	38249041	7	H	0.001
726	Chr07	07_38399188	112.802	38399188	7	H	0.001
727	Chr07	07_38555656	113.091	38555656	7	H	0.001
728	Chr07	07_38845896	114.888	38845896	7	H	0.001
729	Chr07	07_39169990	117.359	39169990	7	H	0.001
730	Chr07	07_42230209	132.114	42230209	7	H	0.001
731	Chr07	07_42222270	132.71	42222270	7	H	0.001
732	Chr07	07_42335174	134.225	42335174	7	H	0.001
733	Chr07	07_42459910	134.519	42459910	7	H	0.001
734	Chr07	07_42569277	134.814	42569277	7	H	0.001
735	Chr07	07_42927147	135.109	42927147	7	H	0.001
736	Chr07	07_43128249	136.013	43128249	7	H	0.001
737	Chr07	07_43825613	142.34	43825613	7	H	0.001
738	Chr07	07_44278969	144.264	44278969	7	H	0.001
739	Chr07	07_44387267	144.562	44387267	7	H	0.001
740	Chr08	08_4746918	0	4746918	8	H	0.001
741	Chr08	08_4879302	0.292	4879302	8	H	0.001
742	Chr08	08_4965776	0.877	4965776	8	H	0.001
743	Chr08	08_5333691	1.455	5333691	8	H	0.001
744	Chr08	08_5508440	2.328	5508440	8	H	0.001
745	Chr08	08_5621113	2.613	5621113	8	H	0.001
746	Chr08	08_5750622	2.899	5750622	8	H	0.001
747	Chr08	08_5968621	3.771	5968621	8	H	0.001
748	Chr08	08_7425389	11.951	7425389	8	H	0.001
749	Chr08	08_7654540	13.44	7654540	8	H	0.001
750	Chr08	08_8451046	17.854	8451046	8	H	0.001
751	Chr08	08_8796917	18.143	8796917	8	H	0.001
752	Chr08	08_8853414	18.43	8853414	8	H	0.001
753	Chr08	08_10466362	24.631	10466362	8	H	0.001
754	Chr08	08_11363824	29.879	11363824	8	H	0.001
755	Chr08	08_12376551	33.783	12376551	8	H	0.001
756	Chr08	08_15062941	45.218	15062941	8	H	0.001
757	Chr08	08_15084953	45.525	15084953	8	H	0.001
758	Chr08	08_16451124	57.78	16451124	8	H	0.001
759	Chr08	08_16618631	58.398	16618631	8	H	0.001
760	Chr08	08_17137743	63.646	17137743	8	H	0.001
761	Chr08	08_17156410	64.836	17156410	8	H	0.001
762	Chr08	08_17237012	65.129	17237012	8	H	0.001
763	Chr08	08_17464069	65.419	17464069	8	H	0.001
764	Chr08	08_17530147	66.011	17530147	8	H	0.001
765	Chr08	08_18107335	67.238	18107335	8	H	0.001
766	Chr08	08_18272572	68.451	18272572	8	H	0.001
767	Chr08	08_18378731	68.747	18378731	8	H	0.001
768	Chr08	08_18659871	69.639	18659871	8	H	0.001
769	Chr08	08_20092269	72.73	20092269	8	H	0.001
770	Chr08	08_20480396	73.612	20480396	8	H	0.001
771	Chr08	08_20295654	74.197	20295654	8	H	0.001
772	Chr08	08_19988001	77.931	19988001	8	H	0.001
773	Chr08	08_19209949	78.813	19209949	8	H	0.001
774	Chr08	08_19418262	79.102	19418262	8	H	0.001
775	Chr08	08_21129207	80.293	21129207	8	H	0.001
776	Chr08	08_21487660	80.885	21487660	8	H	0.001
777	Chr08	08_22270529	82.09	22270529	8	H	0.001
778	Chr08	08_22411227	82.988	22411227	8	H	0.001
779	Chr08	08_22471968	83.282	22471968	8	H	0.001
780	Chr08	08_22517010	83.576	22517010	8	H	0.001
781	Chr08	08_22658482	84.469	22658482	8	H	0.001
782	Chr08	08_22895413	85.985	22895413	8	H	0.001
783	Chr08	08_33279507	87.909	33279507	8	H	0.001
784	Chr08	08_36566903	89.191	36566903	8	H	0.001
785	Chr08	08_40597410	93.903	40597410	8	H	0.001
786	Chr08	08_41896685	99.367	41896685	8	H	0.001
787	Chr08	08_41960275	100.287	41960275	8	H	0.001
788	Chr08	08_42381918	101.208	42381918	8	H	0.001
789	Chr08	08_42448802	101.5	42448802	8	H	0.001
790	Chr08	08_42455100	102.085	42455100	8	H	0.001
791	Chr08	08_42578895	102.375	42578895	8	H	0.001
792	Chr08	08_42861364	102.666	42861364	8	H	0.001
793	Chr08	08_43595438	106.738	43595438	8	H	0.001
794	Chr08	08_43619289	107.027	43619289	8	H	0.001
795	Chr08	08_43835077	107.312	43835077	8	H	0.001
796	Chr08	08_44180613	108.18	44180613	8	H	0.001
797	Chr08	08_44345029	109.067	44345029	8	H	0.001
798	Chr08	08_44399565	110.565	44399565	8	H	0.001
799	Chr08	08_44623218	112.362	44623218	8	H	0.001
800	Chr08	08_44924890	113.546	44924890	8	H	0.001
801	Chr08	08_45018612	114.433	45018612	8	H	0.001
802	Chr08	08_45514683	116.874	45514683	8	H	0.001
803	Chr08	08_45678934	119.33	45678934	8	H	0.001
804	Chr08	08_46123407	123.135	46123407	8	H	0.001
805	Chr08	08_46211158	124.017	46211158	8	H	0.001
806	Chr08	08_46394422	125.187	46394422	8	H	0.001
807	Chr08	08_46524404	125.765	46524404	8	H	0.001
808	Chr08	08_46718825	126.053	46718825	8	H	0.001
809	Chr08	08_46836803	126.634	46836803	8	H	0.001
810	Chr08	08_47038818	126.923	47038818	8	H	0.001
811	Chr09	09_691676	0	691676	9	H	0.001
812	Chr09	09_1054596	3.251	1054596	9	H	0.001
813	Chr09	09_1334941	3.868	1334941	9	H	0.001
814	Chr09	09_1412357	4.171	1412357	9	H	0.001
815	Chr09	09_1534315	6.705	1534315	9	H	0.001
816	Chr09	09_1537829	7.311	1537829	9	H	0.001
817	Chr09	09_1748228	8.554	1748228	9	H	0.001
818	Chr09	09_1848539	10.743	1848539	9	H	0.001
819	Chr09	09_3215569	19.275	3215569	9	H	0.001
820	Chr09	09_3238568	22.091	3238568	9	H	0.001
821	Chr09	09_3241534	22.387	3241534	9	H	0.001
822	Chr09	09_3271593	22.682	3271593	9	H	0.001
823	Chr09	09_3533229	24.831	3533229	9	H	0.001
824	Chr09	09_3698892	26.022	3698892	9	H	0.001
825	Chr09	09_3713608	26.61	3713608	9	H	0.001
826	Chr09	09_3732795	26.902	3732795	9	H	0.001
827	Chr09	09_4245985	31.026	4245985	9	H	0.001
828	Chr09	09_4446465	35.496	4446465	9	H	0.001
829	Chr09	09_4560364	36.694	4560364	9	H	0.001
830	Chr09	09_4578604	36.986	4578604	9	H	0.001
831	Chr09	09_4608072	37.279	4608072	9	H	0.001
832	Chr09	09_4655031	37.571	4655031	9	H	0.001
833	Chr09	09_4693630	37.863	4693630	9	H	0.001
834	Chr09	09_4999210	38.159	4999210	9	H	0.001
835	Chr09	09_5606447	39.684	5606447	9	H	0.001
836	Chr09	09_5818899	40.588	5818899	9	H	0.001
837	Chr09	09_5989339	41.187	5989339	9	H	0.001
838	Chr09	09_6045623	41.786	6045623	9	H	0.001
839	Chr09	09_6076280	42.083	6076280	9	H	0.001
840	Chr09	09_6621390	42.381	6621390	9	H	0.001
841	Chr09	09_6316481	42.678	6316481	9	H	0.001
842	Chr09	09_6695607	43.277	6695607	9	H	0.001
843	Chr09	09_6928198	44.203	6928198	9	H	0.001
844	Chr09	09_7033037	44.824	7033037	9	H	0.001
845	Chr09	09_10834807	49.98	10834807	9	H	0.001
846	Chr09	09_11545246	50.288	11545246	9	H	0.001
847	Chr09	09_19208849	50.906	19208849	9	H	0.001
848	Chr09	09_22015149	51.843	22015149	9	H	0.001
849	Chr09	09_28739753	55.852	28739753	9	H	0.001
850	Chr09	09_36455035	60.225	36455035	9	H	0.001
851	Chr09	09_36155150	60.534	36155150	9	H	0.001
852	Chr09	09_37673094	64.232	37673094	9	H	0.001
853	Chr09	09_38523430	69.075	38523430	9	H	0.001
854	Chr09	09_38701753	69.383	38701753	9	H	0.001
855	Chr09	09_38899593	69.69	38899593	9	H	0.001
856	Chr09	09_39160101	71.59	39160101	9	H	0.001
857	Chr09	09_39239605	71.893	39239605	9	H	0.001
858	Chr09	09_39350619	72.196	39350619	9	H	0.001
859	Chr09	09_39696646	72.501	39696646	9	H	0.001
860	Chr09	09_39903495	76.305	39903495	9	H	0.001
861	Chr09	09_40258196	77.51	40258196	9	H	0.001
862	Chr09	09_40266904	77.805	40266904	9	H	0.001
863	Chr09	09_40282629	78.099	40282629	9	H	0.001
864	Chr09	09_40349116	78.395	40349116	9	H	0.001
865	Chr09	09_41087844	80.556	41087844	9	H	0.001
866	Chr09	09_41314026	80.854	41314026	9	H	0.001
867	Chr09	09_41533817	82.398	41533817	9	H	0.001
868	Chr09	09_41892857	84.309	41892857	9	H	0.001
869	Chr09	09_41911297	84.609	41911297	9	H	0.001
870	Chr09	09_43303153	93.203	43303153	9	H	0.001
871	Chr09	09_43375648	93.496	43375648	9	H	0.001
872	Chr09	09_43401680	93.788	43401680	9	H	0.001
873	Chr09	09_43684550	94.686	43684550	9	H	0.001
874	Chr09	09_44917636	98.129	44917636	9	H	0.001
875	Chr09	09_45078638	99.022	45078638	9	H	0.001
876	Chr09	09_45437752	99.316	45437752	9	H	0.001
877	Chr09	09_45941083	103.787	45941083	9	H	0.001
878	Chr09	09_45489094	107.91	45489094	9	H	0.001
879	Chr09	09_46854775	114.572	46854775	9	H	0.001
880	Chr09	09_47026346	115.16	47026346	9	H	0.001
881	Chr09	09_48520011	121.07	48520011	9	H	0.001
882	Chr09	09_49283401	122.549	49283401	9	H	0.001
883	Chr09	09_49433351	122.833	49433351	9	H	0.001
884	Chr09	09_49522637	123.119	49522637	9	H	0.001
885	Chr09	09_48950237	123.991	48950237	9	H	0.001
886	Chr09	09_48769366	124.279	48769366	9	H	0.001
887	Chr09	09_48052988	127.509	48052988	9	H	0.001
888	Chr11	11_429961	0	429961	11	H	0.001
889	Chr11	11_421061	0.296	421061	11	H	0.001
890	Chr11	11_577492	0.891	577492	11	H	0.001
891	Chr11	11_580183	1.187	580183	11	H	0.001
892	Chr11	11_1626832	6.917	1626832	11	H	0.001
893	Chr11	11_2130530	8.804	2130530	11	H	0.001
894	Chr11	11_3959854	17.589	3959854	11	H	0.001
895	Chr11	11_4157664	19.114	4157664	11	H	0.001
896	Chr11	11_4247279	19.41	4247279	11	H	0.001
897	Chr11	11_4354625	20.002	4354625	11	H	0.001
898	Chr11	11_4457225	20.594	4457225	11	H	0.001
899	Chr11	11_4418072	20.883	4418072	11	H	0.001
900	Chr11	11_4576207	21.172	4576207	11	H	0.001
901	Chr11	11_4586936	21.459	4586936	11	H	0.001
902	Chr11	11_4667872	21.746	4667872	11	H	0.001
903	Chr11	11_4680951	22.034	4680951	11	H	0.001
904	Chr11	11_4826999	22.612	4826999	11	H	0.001
905	Chr11	11_4932497	23.19	4932497	11	H	0.001
906	Chr11	11_5074720	24.067	5074720	11	H	0.001
907	Chr11	11_5419617	26.585	5419617	11	H	0.001
908	Chr11	11_5993547	29.754	5993547	11	H	0.001
909	Chr11	11_5898743	30.335	5898743	11	H	0.001
910	Chr11	11_5892302	30.624	5892302	11	H	0.001
911	Chr11	11_6057073	31.502	6057073	11	H	0.001
912	Chr11	11_6182880	32.083	6182880	11	H	0.001
913	Chr11	11_6380477	32.374	6380477	11	H	0.001
914	Chr11	11_6523082	32.664	6523082	11	H	0.001
915	Chr11	11_6629510	32.953	6629510	11	H	0.001
916	Chr11	11_7299608	34.751	7299608	11	H	0.001
917	Chr11	11_7442346	35.335	7442346	11	H	0.001
918	Chr11	11_7636733	35.626	7636733	11	H	0.001
919	Chr11	11_7386704	36.211	7386704	11	H	0.001
920	Chr11	11_6660056	38.008	6660056	11	H	0.001
921	Chr11	11_6775170	41.696	6775170	11	H	0.001
922	Chr11	11_6916605	41.985	6916605	11	H	0.001
923	Chr11	11_7678945	44.094	7678945	11	H	0.001
924	Chr11	11_7869015	44.383	7869015	11	H	0.001
925	Chr11	11_8006596	44.965	8006596	11	H	0.001
926	Chr11	11_8050285	45.254	8050285	11	H	0.001
927	Chr11	11_8050544	45.835	8050544	11	H	0.001
928	Chr11	11_8534247	47.026	8534247	11	H	0.001
929	Chr11	11_24398311	62.026	24398311	11	H	0.001
930	Chr11	11_24456157	62.315	24456157	11	H	0.001
931	Chr11	11_24672370	63.182	24672370	11	H	0.001
932	Chr11	11_25114851	64.644	25114851	11	H	0.001
933	Chr11	11_25276674	64.93	25276674	11	H	0.001
934	Chr11	11_25423069	65.505	25423069	11	H	0.001
935	Chr11	11_25984654	65.792	25984654	11	H	0.001
936	Chr11	11_26131251	66.08	26131251	11	H	0.001
937	Chr11	11_26293814	66.367	26293814	11	H	0.001
938	Chr11	11_26382643	66.656	26382643	11	H	0.001
939	Chr11	11_11087536	71.042	11087536	11	H	0.001
940	Chr11	11_11133013	71.909	11133013	11	H	0.001
941	Chr11	11_11312463	72.777	11312463	11	H	0.001
942	Chr11	11_11705698	74.874	11705698	11	H	0.001
943	Chr11	11_12507024	75.455	12507024	11	H	0.001
944	Chr11	11_13718964	75.749	13718964	11	H	0.001
945	Chr11	11_17919875	76.043	17919875	11	H	0.001
946	Chr11	11_25906288	76.649	25906288	11	H	0.001
947	Chr11	11_31052894	93.785	31052894	11	H	0.001
948	Chr11	11_31076850	94.079	31076850	11	H	0.001
949	Chr11	11_31234965	94.373	31234965	11	H	0.001
950	Chr11	11_31411659	94.671	31411659	11	H	0.001
951	Chr11	11_31449975	95.274	31449975	11	H	0.001
952	Chr11	11_32043302	98.504	32043302	11	H	0.001
953	Chr11	11_32502748	101.734	32502748	11	H	0.001
954	Chr11	11_32754704	104.3	32754704	11	H	0.001
955	Chr11	11_32889668	104.604	32889668	11	H	0.001
956	Chr11	11_33395478	110.452	33395478	11	H	0.001
957	Chr11	11_33641135	111.687	33641135	11	H	0.001
958	Chr11	11_33656255	112.289	33656255	11	H	0.001
959	Chr11	11_33790946	112.884	33790946	11	H	0.001
960	Chr11	11_33892508	114.075	33892508	11	H	0.001
961	Chr11	11_34102571	114.66	34102571	11	H	0.001
962	Chr11	11_34157418	114.951	34157418	11	H	0.001
963	Chr11	11_34609594	118.351	34609594	11	H	0.001
964	Chr12	12_680784	0	680784	12	H	0.001
965	Chr12	12_558830	0.603	558830	12	H	0.001
966	Chr12	12_87780	1.838	87780	12	H	0.001
967	Chr12	12_60188	3.69	60188	12	H	0.001
